,st,lower_leg_district,poverty_base,poverty_reform,deep_poverty_base,deep_poverty_reform,pct_chg,pct_chg_deep,child_poverty_base,child_poverty_reform,child_deep_poverty_base,child_deep_poverty_reform,child_pct_chg,child_pct_chg_deep
3622,42.0,079,0.13442355988888102,0.12611670824604443,0.04514937339391844,0.04136141572575103,0.061796099208377704,0.08389834417231679,0.14181637717121587,0.11479900744416872,0.03133498759305211,0.02238213399503722,0.19050951847704367,0.2857142857142857
3623,42.0,080,0.13442355988888105,0.1261167082460444,0.04514937339391844,0.041361415725751034,0.06179609920837811,0.08389834417231663,0.1418163771712159,0.11479900744416874,0.03133498759305211,0.02238213399503722,0.19050951847704373,0.2857142857142857
3624,42.0,081,0.15487236051792097,0.14596153038635162,0.06893390502980719,0.06521615868186853,0.05753660693082957,0.0539320432569589,0.1354219169633447,0.10616422288410679,0.03293612939968298,0.02280192855150396,0.21604844131070186,0.3076925258945748
3625,42.0,082,0.10648718784518195,0.09755810853722845,0.037119935756049834,0.03368381136609138,0.08385120772402388,0.09256816640364016,0.10756949668967113,0.08255106641786492,0.029881657435580005,0.021083840368206024,0.23257922591180527,0.29442199069247227
3626,42.0,083,0.12613821417922427,0.12112433771416774,0.04550104360191747,0.042354182435376954,0.03974906809709972,0.0691601976005646,0.11769291557207238,0.10119390871617438,0.0423100745392025,0.031075799320817585,0.1401869158878505,0.26552246340232205
3627,42.0,084,0.12293685511524399,0.11727822298667477,0.04413661241206848,0.040849167831669544,0.046028769186137734,0.07448339146889389,0.11603568549627477,0.09784684530534296,0.040468434865407715,0.029344457871386582,0.15675212425504864,0.2748803365145676
3628,42.0,085,0.10372249326507374,0.09419407696794083,0.0359473796276581,0.03181616197150501,0.091864512674045,0.11492402781354637,0.1066707249023487,0.0789326840156242,0.03006138081469081,0.01956069598741947,0.2600342400608713,0.34930813364832936
3629,42.0,086,0.10375145234691832,0.09928974351986959,0.04652217105116473,0.04204312076837513,0.043003820439350735,0.09627775706906663,0.09762459141181211,0.08790802847803697,0.05013880804191106,0.03926924282451977,0.09952987042770334,0.21678946193346707
3630,42.0,087,0.07415690739535892,0.06881867635364707,0.02601568712499096,0.02265416034121304,0.07198562115396341,0.12921153178186867,0.08019415999739381,0.06840122055837287,0.02437859027679744,0.014084201153232195,0.1470548408937033,0.42227171492204907
3631,42.0,088,0.07415690739535892,0.06881867635364708,0.026015687124990965,0.02265416034121304,0.07198562115396323,0.12921153178186878,0.08019415999739384,0.06840122055837287,0.024378590276797445,0.014084201153232197,0.1470548408937036,0.42227171492204907
3632,42.0,089,0.12015418037627604,0.11418786383194128,0.04291635029106555,0.04291635029106555,0.049655505331987454,0.0,0.112212975153704,0.10124533452511808,0.02895312179154236,0.02895312179154236,0.09773950484391816,0.0
3633,42.0,090,0.10692529106291644,0.09658141785526261,0.036484274701745596,0.036376901131264655,0.0967392569599585,0.0029430095940979153,0.10342117838607208,0.0837378057859648,0.0226899407175889,0.02232342039833667,0.19032245529662298,0.01615342780371876
3634,42.0,091,0.08567130358493256,0.06829429764009656,0.026150281363786824,0.025870397730789623,0.20283344851416713,0.01070289183904488,0.08906075685974656,0.0551412061120373,0.0124597315015606,0.01149454103312985,0.38085855031667853,0.07746478873239433
3635,42.0,092,0.07998549241755307,0.07466679963987284,0.029512230786795636,0.028208347729834587,0.06649571837246103,0.044181108042311484,0.07213883294341511,0.05806193443706194,0.01657034236245092,0.013255517939042767,0.19513621072016696,0.20004562071811388
3636,42.0,093,0.11782784931251564,0.10461524696293165,0.03334572313753555,0.031216398923819694,0.11213480027578296,0.06385599151451568,0.13991493325633614,0.11057863364502975,0.023059102405978554,0.017395460108683185,0.20967239828188874,0.24561416995255422
3637,42.0,094,0.10272098640674127,0.08954378758134962,0.02988939664530975,0.028414033102632175,0.12828146697515422,0.049360766969817296,0.12234595718292607,0.09072577017678572,0.022174753407990317,0.018268873592102244,0.25844897317582216,0.17614084558345763
3638,42.0,095,0.1525642762602524,0.1392702677352454,0.04129313309641179,0.037660104426125295,0.08713709952865616,0.08798142446115798,0.17845630689667388,0.15413021146966102,0.02499911444865574,0.015479437497786122,0.13631401349741962,0.3808005667729368
3639,42.0,096,0.17319233149248678,0.16527630211677896,0.05347698163434483,0.04302735583602845,0.045706581275806776,0.19540418099448714,0.17595983915170454,0.15518786978459645,0.04154393873421612,0.01611044233281254,0.11804949053857369,0.6122071516646116
3640,42.0,097,0.10488198695461744,0.09052795420165428,0.03743404944407935,0.033954203646794835,0.1368588941700176,0.09295937385782589,0.0982500198510469,0.05922447461323007,0.017196111343121503,0.007108053814841714,0.397206487051931,0.5866476046234164
3641,42.0,098,0.09741360736493641,0.08471263600744516,0.03495280977710972,0.03152563290280429,0.13038190147204123,0.09805154138280059,0.09681859547560633,0.05989480652323837,0.017934864920797582,0.007306745892710615,0.3813708386388541,0.5925954321385725
3642,42.0,099,0.1103173397144254,0.09292251696732132,0.039923324368313994,0.03357030521954533,0.15767986059248204,0.15913051453728327,0.1268941251872053,0.08586918846095995,0.04600835802154251,0.03200638296480868,0.323300520538061,0.30433546552949536
3643,42.0,100,0.11170934450217813,0.09491949901013426,0.040708740019063015,0.03538548028138568,0.15029938244527524,0.1307645418449347,0.11926588150469594,0.07882671260880748,0.03870046228450572,0.026250427223394174,0.339067371034324,0.3217024894841139
3644,42.0,101,0.10141320077407577,0.09247179577284341,0.04786970537777681,0.03945053309222776,0.08816805832952321,0.17587683523654168,0.10387553276852056,0.08817123623138566,0.06696470441116704,0.04399704046435531,0.15118378812199054,0.3429816370992842
3645,42.0,102,0.10141320077407578,0.09247179577284341,0.0478697053777768,0.03945053309222776,0.08816805832952333,0.17587683523654157,0.10387553276852053,0.08817123623138567,0.06696470441116703,0.04399704046435531,0.15118378812199018,0.3429816370992841
3646,42.0,103,0.1526113373952267,0.13504813680277375,0.057780994378429325,0.05132628673376644,0.11508450743058807,0.11170987474512103,0.21681955335759923,0.16941459239341883,0.08291329119943283,0.06794739890889913,0.21863784990828605,0.18050052137643377
3647,42.0,104,0.12843811234517716,0.11816092524113808,0.0531680488302443,0.04870994257764484,0.08001664705581438,0.08384934844672151,0.1617049095912455,0.13256548483448002,0.06554783253726819,0.053701178565191736,0.18020123712028005,0.18073296268554515
3648,42.0,105,0.14025922772843386,0.12677146297845238,0.055431164987415904,0.05031718639603356,0.09616311859420848,0.09225818350639627,0.1895268033365588,0.15146491882733124,0.07329267748910671,0.06061997590356211,0.2008258665220974,0.17290542547620963
3649,42.0,106,0.11534579048357682,0.11007792645062138,0.050691705198897555,0.04828189375242478,0.045670188837151286,0.047538575335303215,0.1264129032449744,0.10995668300451196,0.05104521425930566,0.04367546708231476,0.1301783268799078,0.14437684871990472
3650,42.0,107,0.13294587323251422,0.12199221355637337,0.04317225676077365,0.04057442131172978,0.08239187430047996,0.0601737236818314,0.1629779936884367,0.13428908581446183,0.041984040291387074,0.03423347584699555,0.17602933515563554,0.1846073982065403
3651,42.0,108,0.12872657805657536,0.11809797854152289,0.04138408209065088,0.0386672976988437,0.08256724971265221,0.06564805245302102,0.15455697350616335,0.12611704655530928,0.039226144123553935,0.03163509352554322,0.1840093417054388,0.19352018322526252
3652,42.0,109,0.1148685092264191,0.10260747811211177,0.052375659905529316,0.04694931598646683,0.10673970783532521,0.10360430644406306,0.11473448434174095,0.08475354415058639,0.05100237899803836,0.02963313346039872,0.26130714199102695,0.4189852700490998
3653,42.0,110,0.11488918986325294,0.10003217520118303,0.043813886015404827,0.042734216560702226,0.1293160364326139,0.02464217518443792,0.11097233171262053,0.07099503604548063,0.034651070980844904,0.031783794875936404,0.36024561302962516,0.08274711354501942
3654,42.0,111,0.1077714778032623,0.10427402172520987,0.04055605360282218,0.03670233202547416,0.03245252036384855,0.09502210484009843,0.10049649459843818,0.09197624809760235,0.04211471769666425,0.032471744716948185,0.08478152929493563,0.228969194312796
3655,42.0,112,0.13918427151924426,0.1266206038846689,0.05484327854310502,0.048918317928932,0.09026643238807522,0.10803439859118195,0.16665892283829117,0.12614214925424125,0.051996385573607966,0.03498051630166725,0.24311193720700613,0.32725100185766637
3656,42.0,113,0.1572399096608247,0.1440559493002861,0.0650062177064205,0.05773527202790918,0.08384614560627236,0.11185000350809804,0.18860834908294033,0.14753186592717119,0.06379762180185349,0.04173544288846315,0.21778719423341011,0.34581506787059224
