Senate District Number,STATEFIP,PUMA,PUMA Description
3,23,00200,"Northwest Maine--Oxford, Somerset, Franklin & Piscataquis Counties PUMA"
16,06,07101,San Bernardino County (Northeast)--Twentynine Palms & Barstow Cities PUMA
16,06,02905,"Kern County (East)--Ridgecrest, Arvin, Tehachapi & California City Cities PUMA"
16,06,02904,Kern County (Central)--Bakersfield City (Southeast) PUMA
16,06,02902,Kern County (Central)--Bakersfield City (West) PUMA
16,06,02903,Kern County (Central)--Bakersfield City (Northeast) PUMA
16,06,10703,"Tulare County (Outside Visalia, Tulare & Porterville Cities) PUMA"
16,06,10702,Tulare County (West Central)--Tulare & Porterville Cities PUMA
16,06,10701,Tulare County (Northwest)--Visalia City PUMA
24,49,21001,Southwest & South Central Utah (Outside Washington County)--Cedar City PUMA
12,29,00100,Northwest Missouri PUMA
12,29,00901,Clay County (Northeast) PUMA
12,29,00200,"Buchanan, Andrew & DeKalb Counties PUMA"
11,17,03527,"Chicago City (Southwest)--Gage Park, Garfield Ridge & West Lawn PUMA"
29,06,05909,Orange County (North Central)--Anaheim City (West) PUMA
29,06,05908,"Orange County (Northwest)--Buena Park, Cypress & Seal Beach Cities PUMA"
29,06,05907,Orange County (North Central)--Fullerton & Placentia Cities PUMA
29,06,05906,"Orange County (North)--Yorba Linda, La Habra & Brea Cities PUMA"
29,06,07114,San Bernardino County (Southwest)--Chino & Chino Hills Cities PUMA
29,06,03714,"Los Angeles County--Diamond Bar, La Habra Heights (East) Cities & Rowland Heights PUMA"
29,06,03713,Los Angeles County (East Central)--Covina & Walnut Cities PUMA
29,49,53001,Washington County--St. George City PUMA
29,24,01500,St. Mary's & Calvert Counties PUMA
27,47,03000,Madison & Chester Counties--Jackson City PUMA
27,47,00100,"Northwest Tennessee--Gibson, Dyer, Obion, Crockett & Lake Counties PUMA"
18,06,03721,Los Angeles County (North)--LA City (Northeast/North Hollywood & Valley Village) PUMA
18,06,03722,Los Angeles County (Northwest)--LA City (North Central/Van Nuys & North Sherman Oaks) PUMA
18,06,03723,Los Angeles County (North)--LA City (North Central/Mission Hills & Panorama City) PUMA
18,06,03707,Los Angeles County--LA (North Central/Arleta & Pacoima) & San Fernando Cities PUMA
18,06,03706,Los Angeles County (North)--LA City (North Central/Granada Hills & Sylmar) PUMA
5,51,55001,Chesapeake City (Northeast) PUMA
5,51,51154,Norfolk City (Northeast) PUMA
17,08,00804,"Broomfield, Jefferson (Northeast), Adams (Northwest) & Boulder (Southeast) Counties PUMA"
"Norfolk, Bristol & Plymouth",25,04901,Plymouth & Bristol Counties (Outside Brockton City) PUMA
"Norfolk, Bristol & Plymouth",25,03602,"Norfolk County (Central)--Randolph, Norwood, Dedham, Canton & Holbrook Towns PUMA"
19,30,00600,East Montana (Outside Billings City) PUMA
8,16,00300,Central Idaho--Lewiston City & Nez Perce Reservation PUMA
28,12,02102,Collier County (Southwest) PUMA
28,12,02103,Collier County (East) PUMA
28,12,02101,Collier County (Northwest) PUMA
28,12,07105,Lee County (Southeast)--Bonita Springs City & Estero (East) PUMA
16,36,04108,NYC-Queens Community District 6--Forest Hills & Rego Park PUMA
16,36,04104,"NYC-Queens Community District 11--Bayside, Douglaston & Little Neck PUMA"
Plymouth & Barnstable,25,04903,"Plymouth County (East)--Plymouth, Marshfield, Scituate, Duxbury & Kingston Towns PUMA"
25,08,00824,DRCOG East Plains--Arapahoe (East) & Adams (East) Counties--Aurora City (Northeast) PUMA
28,06,06501,"Riverside County (East)--Indio, Coachella, Blythe & La Quinta (East) Cities PUMA"
28,06,06503,Riverside County (Southwest)--Temecula City PUMA
28,06,06515,"Riverside County--Palm Desert, La Quinta (West) & Desert Hot Springs Cities PUMA"
28,06,06506,Riverside County (Southwest)--Hemet City & East Hemet PUMA
28,06,06504,Riverside County (Southwest)--Murrieta & Wildomar Cities PUMA
28,06,06502,"Riverside County (Central)--Cathedral City, Palm Springs & Rancho Mirage Cities PUMA"
28,06,06505,"Riverside County (Southwest)--Menifee, Lake Elsinore & Canyon Lake Cities PUMA"
28,06,06509,"Riverside County (West Central)--Perris City, Temescal Valley & Mead Valley PUMA"
30,35,00700,"Valencia, Bernalillo (East Mountains) Counties & Isleta Pueblo PUMA"
48,36,00600,Oswego County PUMA
9,01,00500,Marshall & Madison (Southeast) Counties--Huntsville City (Far Southeast) PUMA
36,24,00700,Cecil County PUMA
14,28,00700,North Central Region PUMA
48,19,01000,Linn County--Cedar Rapids City PUMA
48,19,00700,"Dubuque, Buchanan, Jackson & Delaware Counties--Dubuque City PUMA"
26,13,01400,Middle Georgia Regional Commission (Central)--Bibb County--Macon City PUMA
26,13,01600,Middle Georgia Regional Commission (North & Outside Bibb County) PUMA
3,08,00700,Pueblo County (North)--Pueblo City & Pueblo West PUMA
Norfolk & Suffolk,25,03305,"Boston City--Hyde Park, Jamaica Plain, Roslindale & West Roxbury PUMA"
26,17,03401,Cook County (Northwest)--Palatine & Barrington Townships PUMA
26,17,03308,"Lake County (Southwest)--Ela, Freemont, Wauconda & Cuba Townships PUMA"
26,17,03309,"Lake County (East Central)--Warren, Libertyville (North & East) & Shields Townships PUMA"
25,35,00500,Santa Fe County PUMA
11,01,01200,Shelby County PUMA
16,47,02200,"Coffee, Franklin, Lincoln & Moore Counties PUMA"
16,47,02100,"Rhea, Marion, Sequatchie, Grundy, Bledsoe & Meigs Counties PUMA"
25,13,03900,"Northeast Georgia Regional Commission (Southwest)--Walton, Morgan & Jasper Counties PUMA"
20,51,51097,West Piedmont Planning District Commission PUMA
30,29,02603,Greene County--Springfield City (South) PUMA
30,29,02602,Greene County--Springfield City (North) PUMA
2,47,01700,Blount County PUMA
2,47,01500,Sevier & Jefferson Counties PUMA
40,42,02902,Northampton County (North) PUMA
40,42,00600,Monroe County PUMA
15,39,04106,Columbus City (Northeast) PUMA
15,39,04108,Columbus (Southeast) & Reynoldsburg Cities PUMA
15,39,04107,"Columbus (East), Whitehall & Bexley Cities PUMA"
15,39,04105,Columbus City (Central) PUMA
29,46,00100,West South Dakota--Rapid City PUMA
31,45,00900,Florence & Darlington Counties--Florence City PUMA
38,45,01204,"Charleston, Berkeley & Dorchester Counties--North Charleston City PUMA"
28,51,51115,George Washington Regional Commission (North) PUMA
28,51,51244,Prince William County (North & West)--Linton Hall & Gainesville PUMA
26,09,00101,"Fairfield, New Canaan, Wilton, Weston & Easton Towns PUMA"
01,27,00100,"Clay, Polk, Roseau, Pennington, Marshall, Norman, Kittson & Red Lake Counties PUMA"
6,13,01001,Atlanta Regional Commission (Central)--Fulton County (North)--Sandy Springs City PUMA
22,36,04017,NYC-Brooklyn Community District 11--Bensonhurst & Bath Beach PUMA
22,36,04013,NYC-Brooklyn Community District 10--Bay Ridge & Dyker Heights PUMA
1,39,02400,Hancock & Putnam Counties PUMA
1,39,00100,"Defiance, Williams, Henry & Paulding Counties PUMA"
28,19,00400,"Bremer, Winneshiek, Fayette, Clayton, Allamakee, Chickasaw & Howard Counties PUMA"
16,13,01900,Three Rivers Regional Commission (East) PUMA
16,13,02400,Atlanta Regional Commission (South Central)--Fayette County PUMA
21,08,00807,Adams County (West Central)--Commerce City & Brighton Cities PUMA
15,45,00502,York County (East)--Rock Hill City & Fort Mill Town PUMA
40,51,51020,Mount Rogers Planning District Commission PUMA
22,28,00900,Central Region--Madison & Yazoo Counties PUMA
22,28,00800,South Delta Region PUMA
3,12,06300,Apalachee Region (Outside Leon County) PUMA
3,12,07301,Leon County (Central)--Tallahassee City (Central) PUMA
3,12,07300,Leon County (Outer) PUMA
15,27,01000,Sherburne & Benton Counties PUMA
11,29,01002,Jackson County (North Central) PUMA
28,38,00300,South Central North Dakota--Bismarck City PUMA
28,29,01200,"Lawrence, Henry, Vernon, Cedar, Barton, St. Clair & Dade Counties PUMA"
28,29,01300,"Laclede, Polk, Benton, Dallas & Hickory Counties PUMA"
2,46,00300,Northeast South Dakota PUMA
20,56,00100,"Sheridan, Park, Teton, Lincoln & Big Horn Counties PUMA"
14,56,00500,"Sweetwater, Fremont, Uinta, Sublette & Hot Springs Counties--Wind River Reservation PUMA"
10,56,00300,Laramie & Albany Counties PUMA
17,32,00200,"Carson City, Lyon, Douglas & Storey Counties PUMA"
14,32,00103,Washoe County (North)--Sparks City PUMA
19,32,00300,Rural Nevada PUMA
19,32,00407,Clark County (West)--Las Vegas City (Southwest) PUMA
19,32,00402,Clark County (North)--Las Vegas (Northeast) & North Las Vegas (Outer) Cities PUMA
12,32,00412,Clark County (South)--Henderson (East) & Boulder Cities PUMA
12,32,00404,"Clark County (East)--Mesquite City, Sunrise Manor (North), Moapa Valley & Nellis AFB PUMA"
27,06,03726,"Los Angeles County--Calabasas, Agoura Hills, Malibu & Westlake Village Cities PUMA"
27,06,03724,Los Angeles County (Northwest)--LA City (Northwest/Encino & Tarzana) PUMA
27,06,03725,"Los Angeles County--LA City (Northwest/Canoga Park, Winnetka & Woodland Hills) PUMA"
27,06,11102,Ventura County (Southeast)--Thousand Oaks City PUMA
27,06,03705,Los Angeles County (North)--LA City (Northwest/Chatsworth & Porter Ranch) PUMA
27,06,11101,Ventura County (Southeast)--Simi Valley City PUMA
17,06,07902,San Luis Obispo County (East)--Inland Region PUMA
17,06,07901,San Luis Obispo County (West)--Coastal Region PUMA
17,06,05301,"Monterey County (North Central)--Seaside, Monterey, Marina & Pacific Grove Cities PUMA"
17,06,08701,Santa Cruz County (North)--Watsonville & Scotts Valley Cities PUMA
17,06,08506,"Santa Clara County (East)--Gilroy, Morgan Hill & San Jose (South) Cities PUMA"
6,06,06710,Sacramento County (Central)--Elk Grove City PUMA
6,06,06709,"Sacramento County--Sacramento City (Southwest/Pocket, Meadowview & North Laguna) PUMA"
6,06,06708,"Sacramento County--Sacramento City (Southeast/Fruitridge, Avondale & Depot Park) PUMA"
6,06,06707,Sacramento County (West)--Sacramento City (Central/Downtown & Midtown) PUMA
6,06,06704,"Sacramento County (North Central)--North Highlands, Foothill Farms & McClellan Park PUMA"
6,06,06705,Sacramento County (Northwest)--Sacramento City (Northwest/Natomas) PUMA
20,06,07106,"San Bernardino County (Southwest)--Colton, Loma Linda & Grand Terrace Cities PUMA"
20,06,07113,San Bernardino County (Southwest)--Ontario City PUMA
20,06,07110,San Bernardino County (Southwest)--Fontana City (East) PUMA
20,06,07115,San Bernardino County (Southwest)--Fontana City (West) PUMA
20,06,07109,San Bernardino County (Southwest)--Rialto City PUMA
20,06,03712,Los Angeles County (East Central)--Pomona City PUMA
21,06,07103,San Bernardino County (West Central)--Hesperia City & Apple Valley Town PUMA
21,06,07102,San Bernardino County (West Central)--Victorville & Adelanto Cities PUMA
21,06,03702,Los Angeles County (Northwest)--Santa Clarita City PUMA
21,06,03701,Los Angeles County (North/Unincorporated)--Castaic PUMA
21,06,03704,Los Angeles County (North Central)--Palmdale City PUMA
21,06,03703,Los Angeles County (North Central)--Lancaster City PUMA
37,06,05903,"Orange County (West Central)--Newport Beach, Aliso Viejo & Laguna Hills Cities PUMA"
37,06,05904,Orange County (Central)--Irvine City (Central) PUMA
37,06,05918,Orange County (Central)--Costa Mesa & Fountain Valley Cities PUMA
37,06,05905,"Orange County (Northeast)--Lake Forest, Irvine (North) Cities & Silverado PUMA"
37,06,05914,Orange County (Northwest)--Huntington Beach City PUMA
37,06,05911,Orange County (Central)--Orange & Villa Park Cities PUMA
37,06,05910,Orange County (North Central)--Anaheim City (East) PUMA
9,06,00105,"Alameda County (West)--San Leandro, Alameda & Oakland (Southwest) Cities PUMA"
9,06,00104,Alameda County (North Central)--Oakland City (South Central) PUMA
9,06,00103,Alameda County (Northeast)--Oakland (East) & Piedmont Cities PUMA
9,06,00102,Alameda County (Northwest)--Oakland (Northwest) & Emeryville Cities PUMA
9,06,00101,Alameda County (North)--Berkeley & Albany Cities PUMA
9,06,01303,"Contra Costa County (Northwest)--Concord (West), Martinez & Pleasant Hill Cities PUMA"
9,06,01301,Contra Costa County (Far Southwest)--Richmond (Southwest) & San Pablo Cities PUMA
9,06,01302,"Contra Costa County (Far Northwest)--Richmond (North), Hercules & El Cerrito Cites PUMA"
36,06,07304,San Diego County (Northwest)--Carlsbad City PUMA
36,06,07303,San Diego County (Northwest)--Vista City PUMA
36,06,07301,San Diego County (Northwest)--Oceanside City & Camp Pendleton PUMA
36,06,05901,"Orange County (Southwest)--San Clemente, Laguna Niguel & San Juan Capistrano Cities PUMA"
36,06,05915,Orange County (Southeast)--Rancho Santa Margarita City (East) & Ladera Ranch PUMA
36,06,05902,Orange County (South Central)--Mission Viejo & Rancho Santa Margarita (West) Cities PUMA
33,37,03300,Stanley & Cabarrus (East) Counties PUMA
33,37,03400,Rowan County PUMA
11,37,00900,Nash & Edgecombe Counties--Rocky Mount City PUMA
29,37,03500,Davidson County PUMA
15,37,01207,Wake County (West Central)--Cary Town PUMA
15,37,01201,Raleigh City (South & Central) PUMA
15,37,01202,Raleigh City (North) PUMA
46,37,02100,Burke & McDowell Counties PUMA
46,37,02000,Caldwell & Alexander Counties PUMA
46,37,00100,"Boone High Country--Watauga, Ashe, Yancey, Avery & Mitchell Counties PUMA"
14,12,00901,"Brevard County (Northwest)--Titusville, Rockledge & Cocoa Cities PUMA"
14,12,00902,Brevard County (East)--Beaches & Merritt Island PUMA
14,12,12704,Volusia County (Southwest Central)--Deltona & Lake Helen Cities PUMA
14,12,12703,"Volusia County--Port Orange, Edgewater, New Smyrna Beach (East) & Oak Hill Cities PUMA"
21,12,08103,Manatee County (South) PUMA
21,12,08102,Manatee County (West Central) PUMA
21,12,08101,Manatee County (North) PUMA
21,12,05708,Hillsborough County (South County) PUMA
7,12,12701,"Volusia County (Central & Northwest)--DeLand, DeBary Cities & Pierson Town PUMA"
7,12,12702,"Volusia County (Northeast)--Daytona Beach, Ormond Beach & Holly Hill Cities PUMA"
7,12,03500,Flagler & Volusia (North Central) Counties PUMA
7,12,10900,St. Johns County (North) PUMA
25,12,09901,Palm Beach County (Northeast) PUMA
25,12,08500,Martin County PUMA
25,12,11102,St. Lucie County (South) PUMA
25,12,11101,St. Lucie County (North) PUMA
12,12,06901,Lake County (North) PUMA
12,12,06903,Lake (South) & Sumter (South) Counties PUMA
12,12,06902,Sumter (North) & Lake (North) Counties PUMA
12,12,08303,Marion County (South Central) PUMA
1,12,03302,Escambia County (South) PUMA
1,12,11300,Santa Rosa County PUMA
1,12,03301,Escambia County (North) PUMA
13,12,09504,"Orange County (South Central)--Orlando City (South Central), Conway & Pine Castle PUMA"
13,12,09505,Orange County (Central)--Orlando City (East Downtown) & Azalea Park PUMA
13,12,09510,Orange County (Northeast) PUMA
13,12,09508,Orange County (North Central)--Orlando City (Univ. of Central Florida) & Union Park PUMA
13,12,09507,"Orange County (North Central)--Orlando (North), Winter Park & Maitland Cities PUMA"
29,12,09909,Palm Beach County (West of Boca Raton City) PUMA
29,12,09908,Palm Beach County (Southeast)--Boca Raton City & Highland Beach Town PUMA
29,12,09910,Palm Beach County (Central)--Wellington Village & Agricultural Reserve PUMA
29,12,09911,Palm Beach County (West)--Glades & Western Communities PUMA
10,12,10102,Pasco County (West Central) PUMA
10,12,05301,Hernando County PUMA
10,12,01701,Citrus County PUMA
30,12,09903,Palm Beach County (East)--West Palm Beach City (Southeast) & Palm Beach Town PUMA
30,12,09902,Palm Beach County (Northeast)--Palm Beach Gardens & Riviera Beach Cities PUMA
6,04,00400,Coconino County--Flagstaff City PUMA
26,04,00103,Maricopa County--Mesa City (West) PUMA
26,04,00109,Maricopa County--Tempe City (North) PUMA
14,04,00900,Cochise & Santa Cruz Counties--Sierra Vista City PUMA
14,04,00205,Pima County (Southeast)--Tucson City (Far Southeast) & Sahuarita Town PUMA
14,04,00204,Pima County (Northeast) PUMA
4,04,00201,Pima County (West) PUMA
4,04,00134,Maricopa County (West) & Gila River Indian Community (Northwest) PUMA
4,04,00132,"Maricopa County--Goodyear, Glendale (West) & Litchfield Park (Northwest) Cities PUMA"
44,18,02900,Bartholomew & Jackson Counties--Columbus City PUMA
26,22,01100,Acadiana Regional Development District 2--Acadia & Vermilion Parishes PUMA
26,22,01200,Acadiana Regional Development District 3--Lafayette Parish (North) PUMA
21,22,01300,"Acadiana Regional Development District 5--Iberia, St. Mary & St. Martin Parishes PUMA"
30,05,00900,"Pulaski County (Outer)--North Little Rock, Sherwood & Jacksonville Cities PUMA"
26,42,03303,Delaware County (Southeast)--Chester City PUMA
26,42,03302,"Delaware County (East)--Yeadon, Darby, Lansdowne Boroughs & Drexel Hill PUMA"
26,42,03301,Delaware County (North)--Broomall & Ardmore (West) PUMA
8,34,02003,Burlington County (South & East) PUMA
8,34,02002,Burlington County (West Central) PUMA
15,12,09701,Osceola County (West) PUMA
15,12,09503,Orange County (Southwest)--Disney-International Drive Region PUMA
15,12,09509,Orange County (Southeast) PUMA
15,12,09702,Osceola County (East) PUMA
9,37,04700,New Hanover County (South)--Wilmington City PUMA
31,40,00601,Comanche County (Central)--Lawton City PUMA
31,40,00602,"Stephens, Caddo, Comanche (North), Tillman, Jefferson & Cotton Counties PUMA"
21,45,00604,Richland County (Central)--Columbia City PUMA
05,27,00300,"Itasca, Carlton (South), Cass & Aitkin Counties--Grand Rapids City PUMA"
26,37,03600,Randolph County PUMA
27,51,51084,Northern Shenandoah Valley Regional Commission (North) PUMA
21,55,10000,Kenosha County PUMA
21,55,30000,Racine County PUMA
4,15,00200,Hawaii County PUMA
26,46,00200,Lakota Region PUMA
4,26,03207,Wayne County (Southeast)--Downriver Area (North) PUMA
4,26,03209,Detroit City (North Central) PUMA
12,27,00900,Stearns County--St. Cloud City PUMA
12,27,00800,West Central Minnesota PUMA
13,55,01001,Dodge & Jefferson Counties PUMA
1,05,00100,Benton County PUMA
30,41,00300,"Klamath, Malheur, Lake & Harney Counties PUMA"
30,41,00200,North Central Oregon--The Dalles City PUMA
43,40,01101,"Grady, McClain & Pottawatomie (South) Counties PUMA"
16,39,04104,"Columbus (Northwest), Upper Arlington & Grandview Heights Cities PUMA"
16,39,04103,"Columbus (Far Northwest), Dublin & Hilliard (North) Cities PUMA"
16,39,04111,Columbus (Far West) & Hilliard (South) Cities PUMA
34,16,01100,"Bingham (Outside Fort Hall AIR), Madison, Jefferson, Fremont & Teton Counties PUMA"
7,06,00110,"Alameda County (East)--Livermore, Pleasanton & Dublin Cities PUMA"
7,06,01305,Contra Costa County (South)--San Ramon City & Danville Town PUMA
7,06,01309,Contra Costa County (East)--Brentwood & Oakley Cities PUMA
7,06,01304,"Contra Costa County--Walnut Creek (West), Lafayette, Orinda Cities & Moraga Town PUMA"
7,06,01306,"Contra Costa County (Central)--Concord (South), Walnut Creek (East) & Clayton Cities PUMA"
7,06,01308,Contra Costa County (Northeast)--Antioch City PUMA
7,06,01307,Contra Costa County (North Central)--Pittsburg & Concord (North & East) Cities PUMA
31,22,00300,Coordinating & Development Corporation 4--Northwest Louisiana PUMA
29,36,03806,NYC-Manhattan Community District 7--Upper West Side & West Side PUMA
29,36,03804,NYC-Manhattan Community District 11--East Harlem PUMA
29,36,03708,"NYC-Bronx Community District 4--Concourse, Highbridge & Mount Eden PUMA"
29,36,03707,"NYC-Bronx Community District 5--Morris Heights, Fordham South & Mount Hope PUMA"
1,04,00129,Phoenix (Far North) & Peoria (Northwest) Cities PUMA
1,04,00500,Yavapai County PUMA
19,12,10308,Pinellas County (South Central)--St. Petersburg City (West) PUMA
19,12,05707,Hillsborough County (Central) PUMA
19,12,05701,Hillsborough County (Central)--Tampa City (Central) PUMA
2,54,00600,"Jackson, Wetzel, Roane, Braxton, Ritchie, Tyler, Gilmer & Calhoun Counties PUMA"
26,05,01800,Southeast Arkansas PUMA
19,39,04102,"Columbus (North), Westerville & Worthington Cities PUMA"
19,39,04000,Delaware County PUMA
14,34,00901,Middlesex County (Southeast) PUMA
14,34,02303,Mercer County (South) PUMA
1,45,00101,Pickens & Oconee Counties--Easley & Clemson Cities PUMA
9,51,51224,"Henrico County (South & East)--Highland Springs, East Highland Park & Glen Allen PUMA"
9,51,51215,"Hanover, Powhatan, Goochland, New Kent, King William & Charles City Counties PUMA"
11,27,00600,"Chisago, Isanti, Pine, Mille Lacs & Kanabec Counties PUMA"
20,05,00500,"Craighead (West), Greene, Randolph, Lawrence & Clay Counties PUMA"
29,05,01100,Faulkner & Lonoke Counties PUMA
17,47,00600,"Warren, Macon, Smith, DeKalb, Cannon & Trousdale Counties PUMA"
17,47,02300,Wilson County--Lebanon & Mount Juliet Cities PUMA
6,21,00200,Pennyrile Area Development District (North) PUMA
29,47,03208,Memphis City (Southwest) PUMA
29,47,03201,Memphis City (Central Riverside) PUMA
29,47,03204,Shelby County (North)--Bartlett (North & East) & Millington Cities PUMA
23,08,00802,Boulder (Northeast) & Weld (Southwest) Counties--Longmont City & Erie Town PUMA
47,18,03500,"Floyd, Harrison & Washington Counties PUMA"
14,53,11000,"Lewis, Klickitat & Skamania Counties PUMA"
14,53,10902,Yakima County (Outer)--Sunnyside & Grandview Cities PUMA
14,53,10901,Yakima County (Central)--Greater Yakima City PUMA
5,54,00800,"Cabell, Wayne & Mason Counties--Huntington City PUMA"
2,26,03212,Detroit City (Southwest) PUMA
2,26,03213,Wayne County (Northeast)--I-94 Corridor PUMA
2,26,03210,Detroit City (Northeast) PUMA
62,36,01102,Niagara County (North & East) PUMA
62,36,00905,Monroe County (North & West) PUMA
62,36,01101,Niagara County (Southwest)--Greater Niagara Falls & North Tonawanda Area PUMA
39,36,03001,Rockland County (North)--New City & Congers PUMA
39,36,02901,Orange County (Northeast)--Greater Newburgh City PUMA
39,36,02903,Orange County (Southeast) PUMA
46,36,02100,Columbia & Greene Counties PUMA
46,36,02002,Albany County (Outside Albany City) PUMA
46,36,01700,Schenectady County--Schenectady City PUMA
2,34,00102,Atlantic County (Outside Somers Point City)--Pleasantville City & Hammonton Town PUMA
23,29,01703,St. Charles County (Northeast) PUMA
2,29,01701,St. Charles County (South) PUMA
2,29,01702,St. Charles County (Northwest) PUMA
18,29,00300,Northeast Missouri PUMA
29,29,02700,"Taney, Barry, Stone & McDonald Counties PUMA"
22,29,02001,Jefferson County (North) PUMA
6,48,04620,Houston (Southeast) & Webster Cities PUMA
6,48,04619,Houston (Southeast) & South Houston Cities--Inside Beltway TX-8 PUMA
6,48,04618,Houston City (Southeast)--West of Pasadena City & Outside Loop I-610 PUMA
6,48,04605,Harris County (Southeast)--Pasadena City (North & Central)--Inside Beltway TX-8 PUMA
6,48,04602,Houston City (East Central)--East of I-45 & Inside Loop I-610 PUMA
6,48,04622,"Harris County (East)--Deer Park, La Porte (North) Cities & Channelview PUMA"
6,48,04606,"Houston (East), Galena Park, Jacinto Cities & Cloverleaf PUMA"
6,48,04601,Houston City (North Central)--North of I-10 & Inside Loop I-610 PUMA
6,48,04609,Houston City (North)--South of Aldine & Inside Beltway TX-8 PUMA
6,48,04608,Houston City (North) & Aldine--Between Loop I-610 & Beltway TX-8 PUMA
26,48,05901,San Antonio City (Central) PUMA
26,48,05905,San Antonio City (West)--Inside Loop I-410 PUMA
26,48,05908,San Antonio City (West)--Between Loop TX-1604 & Loop I-410 PUMA
26,48,05902,San Antonio City (Northeast)--Inside Loop I-410 PUMA
26,48,05904,San Antonio City (Northwest)--Inside Loop I-410 PUMA
26,48,05913,"San Antonio (Northeast), Kirby & Windcrest Cities PUMA"
26,48,05909,San Antonio (Northwest) & Leon Valley Cities PUMA
26,48,05910,San Antonio City (Northwest)--Between Loop TX-1604 & Loop I-410 PUMA
21,48,06400,South Texas Development Council (South) & Coastal Bend COG (West) PUMA
21,48,06301,South Texas Development Council (North)--Webb County--Laredo City (Central) PUMA
21,48,06302,South Texas Development Council--Webb County (North & East)--Laredo City (Outer) PUMA
21,48,05700,Alamo Area COG (Northeast)--Guadalupe County PUMA
21,48,05304,Austin City (Southeast) PUMA
21,48,05307,Austin City (South) PUMA
25,48,05912,San Antonio City (Northeast)--Between Loop TX-1604 & Loop I-410 PUMA
25,48,05911,"San Antonio City (North), Hollywood Park Town & Shavano Park City PUMA"
25,48,05914,Bexar County (Northwest)--San Antonio (Far Northwest) & Helotes Cities PUMA
25,48,05915,Bexar County (North)--San Antonio City (Far North) & Timberwood Park PUMA
25,48,05800,Alamo Area COG (Northeast)--Comal County PUMA
25,48,05400,Capital Area COG (Southwest)--Hays County PUMA
12,48,02515,Tarrant County (West)--Fort Worth City (West) PUMA
12,48,02516,Tarrant County (Northwest)--Fort Worth (Northwest) & Saginaw Cities PUMA
12,48,02501,"Tarrant County (Northeast)--Grapevine, Southlake & Colleyville Cities PUMA"
12,48,02001,Denton County (Far Southeast)--Carrollton (North) & Dallas (North) Cities PUMA
12,48,02002,Denton County (Southeast)--Lewisville City PUMA
12,48,02003,Denton County (South Central)--Flower Mound Town & Highland Village City PUMA
12,48,02004,"Denton County (East Central)--Frisco (West), The Colony & Little Elm Cities PUMA"
12,48,02005,Denton County (Central)--Denton (Central) & Corinth Cities PUMA
13,48,04901,Fort Bend County (East)--Missouri City PUMA
13,48,04617,Houston City (South)--Between Loop I-610 & Beltway TX-8 PUMA
13,48,04638,Houston City (Southwest)--East of TX-6 & West of Beltway TX-8 PUMA
13,48,04615,Houston (Southwest) & Bellaire (Southeast) Cities--Between Loop I-610 & Beltway TX-8 PUMA
13,48,04603,"Houston City (South Central)--South of US-59, West of I-45 & Inside Loop I-610 PUMA"
13,48,04614,"Houston City (West)--Westpark Tollway, Between Loop I-610 & Beltway TX-8 PUMA"
13,48,04637,"Houston City (West)--Westpark Tollway, West of Beltway TX-8 PUMA"
13,48,04607,Houston City (Northeast)--Between Loop I-610 & Beltway TX-8 PUMA
3,48,04400,Houston-Galveston Area Council--Liberty & Chambers Counties PUMA
3,48,04200,Orange & Hardin Counties PUMA
3,48,04100,Deep East Texas COG (East) PUMA
3,48,04000,Deep East Texas COG (Central)--Angelina & Nacogdoches Counties PUMA
3,48,04501,Houston-Galveston Area Council--Montgomery County (Northeast)--Conroe City (East) PUMA
3,48,03900,Deep East Texas COG (West) & Walker County PUMA
3,48,01800,East Texas COG (Southwest)--Henderson & Anderson Counties PUMA
29,48,03303,El Paso City (Southeast) PUMA
29,48,03301,El Paso County (Outside El Paso City)--Socorro & Horizon Cities PUMA
29,48,03302,El Paso City (East) PUMA
29,48,03304,El Paso City (Central) PUMA
29,48,03306,El Paso City (Northwest) PUMA
29,48,03305,El Paso City (North) PUMA
24,48,06000,Alamo Area COG (Northwest) & Blanco County PUMA
24,48,05308,"Austin City (Southwest), Lost Creek & Barton Creek PUMA"
24,48,03502,"Central Texas COG--Bell County (North, East & South)--Temple & Belton Cities PUMA"
24,48,03501,Central Texas COG--Bell County (West)--Killeen & Harker Heights Cities PUMA
24,48,03400,"Central Texas COG (West), Burnet & Llano Counties PUMA"
24,48,02700,West Central Texas COG--Taylor County--Abilene City PUMA
16,48,02321,Dallas County (Northwest)--Irving (Central) & Dallas (Northwest) Cities PUMA
16,48,02307,Dallas City (Northeast)--East of US-75 PUMA
16,48,02311,Dallas City (North)--South of I-635 & West of US-75 PUMA
16,48,02301,Dallas County (Northeast)--Rowlett & Garland (Northeast) Cities PUMA
16,48,02322,"Dallas County (Northwest)--Irving (North), Coppell & Carrollton (Southwest) Cities PUMA"
16,48,02308,Dallas County (Northeast)--Garland (Northwest) & Richardson (East) Cities PUMA
16,48,02310,"Dallas (Far North), Carrollton (Southeast) Cities & Addison Town--North of I-635 PUMA"
20,01,01302,Birmingham City (East) PUMA
19,01,01301,Birmingham City (West) PUMA
4,01,00700,Cullman & Winston Counties PUMA
13,01,01900,Lee County--Auburn City PUMA
13,01,01000,"Talladega, Cherokee, Randolph, Cleburne & Clay Counties PUMA"
10,01,00900,Etowah County PUMA
22,01,02600,Baldwin County PUMA
22,01,02200,Southwest Alabama PUMA
