Senate District Number,STATEFIP,PUMA,PUMA Description
8,11,00104,District of Columbia (East) PUMA
20,34,01800,Union County (Northeast)--Elizabeth City PUMA
20,34,01901,Union County (North Central)--Roselle Park Borough PUMA
37,34,00303,"Bergen County (Southeast)--Fort Lee, Cliffside Park & Palisades Park Boroughs PUMA"
37,34,00301,Bergen County (South Central)--Hackensack & Englewood (West) Cities PUMA
6,17,03502,Chicago City (North)--Lake View & Lincoln Park PUMA
19,17,03107,"Will County (Northeast)--Frankfort, Homer & New Lenox (North) Townships PUMA"
23,17,03205,DuPage County (East Central)--York Township PUMA
23,17,03208,"DuPage County (Northwest)--Bloomingdale (South), Wayne & Winfield (North) Townships PUMA"
23,17,03207,Dupage County (Northeast)--Addison & Bloomingdale (North) Townships PUMA
8,17,03504,"Chicago City (Northwest)--Irving Park, Albany Park, Forest Glen & North Park PUMA"
57,17,01105,"St. Clair County (Northwest, Southwest & Southeast) PUMA"
57,17,01104,St. Clair County (Central & Northeast) PUMA
33,36,03705,"NYC-Bronx Community District 3 & 6--Belmont, Crotona Park East & East Tremont PUMA"
33,36,03706,"NYC-Bronx Community District 7--Bedford Park, Fordham North & Norwood PUMA"
29,18,02301,Marion County--Pike & Washington (Northwest) Townships--Indianapolis City (Northwest) PUMA
1,42,03211,Philadelphia City (Southeast) PUMA
1,42,03209,Philadelphia City (Center City) PUMA
1,42,03205,Philadelphia City (East) PUMA
8,42,03210,Philadelphia City (Southwest) PUMA
14,42,02801,Carbon & Lehigh (North) Counties PUMA
14,42,00801,Luzerne County (East)--Kingston Borough PUMA
36,42,03502,Lancaster County (Northwest)--Elizabethtown Borough PUMA
44,42,03403,Chester County (West Central)--Coatesville City PUMA
44,42,03401,Chester County (North)--Phoenixville Borough PUMA
44,42,03101,Montgomery County (Northwest)--Pottstown Borough PUMA
58,36,02401,Chemung (South) & Steuben (East) Counties--Greater Elmira & Greater Corning Cities PUMA
58,36,02402,"Steuben (North & West), Schuyler & Chemung (North) Counties PUMA"
58,36,02300,Tompkins County PUMA
3,36,03307,Suffolk County (Central)--Brookhaven Town (Central) PUMA
3,36,03306,Suffolk County (South Central)--Brookhaven Town (South) PUMA
3,36,03310,Suffolk County (Central)--Islip Town (Northwest) PUMA
36,18,02307,Marion County--Perry & Decatur (South & East) Townships--Indianapolis City (South) PUMA
22,04,00131,Maricopa County--Surprise City (Central) PUMA
23,40,00800,Canadian County--Oklahoma City (West) PUMA
3,49,35004,"Salt Lake County--West Valley City (East), Taylorsville & Murray (West) Cities PUMA"
10,49,35006,"Salt Lake County--West Jordan (West), Herriman & South Jordan (West) Cities PUMA"
10,49,35007,"Salt Lake County--West Jordan (East), South Jordan (East) & Riverton Cities PUMA"
30,04,00122,Phoenix City--Maryvale (East) PUMA
17,12,06100,Indian River County PUMA
17,12,00904,"Brevard County (Southeast)--Palm Bay City, Grant-Valkaria & Malabar Towns PUMA"
17,12,00903,Brevard County (Southwest)--Melbourne & West Melbourne Cities PUMA
31,12,09907,Palm Beach County (Southeast)--Greater Delray Beach City PUMA
31,12,09906,Palm Beach County (East Central)--Greater Boynton Beach City (North) PUMA
31,12,09905,"Palm Beach County (East Central)--Lake Worth City, Lantana Town & Atlantis City PUMA"
31,12,09904,Palm Beach County (East)--Greenacres City (North) & Palm Springs Village (North) PUMA
9,12,11703,Seminole County (South Central) PUMA
9,12,11704,Seminole County (East) PUMA
9,12,11701,Seminole County (West) PUMA
9,12,11702,Seminole County (North Central) PUMA
4,12,03105,Duval County (Southeast)--Jacksonville City (Southeast) PUMA
4,12,03104,Duval County (East)--Jacksonville City (Beaches) PUMA
4,12,03106,Duval County (South Central)--Jacksonville City (Southeast River) PUMA
2,12,00500,"Walton, Washington, Holmes & Bay Counties PUMA"
2,12,09100,Okaloosa County PUMA
5,12,02300,"Columbia, Levy, Bradford, Gilchrist, Dixie & Union Counties PUMA"
5,12,01900,Clay County PUMA
5,12,12100,"Suwannee, Taylor, Madison, Hamilton & Lafayette Counties PUMA"
35,12,08606,"Miami-Dade County (Northeast)--Opa-Locka City, West Little River & Westview PUMA"
35,12,08605,Miami-Dade County--North Miami City (Southwest) & Golden Glades (West) PUMA
35,12,08602,Miami-Dade County (North Central)--Miami Gardens City (North & West) PUMA
35,12,01112,Broward County (South Central)--Miramar (West) & Pembroke Pines (Southwest) Cities PUMA
35,12,01114,"Broward County (Southeast)--Miramar (East), Hallandale Beach & West Park Cities PUMA"
32,12,01111,"Broward County--Weston, Pembroke Pines (Northwest) Cities & Southwest Ranches Town PUMA"
32,12,01110,Broward County (Central)--Davie Town & Cooper City PUMA
32,12,01101,Broward County (West)--Coral Springs & Parkland Cities PUMA
32,12,01106,Broward County (Central)--Plantation & Sunrise Cities PUMA
24,12,10307,Pinellas County (Southeast)--St. Petersburg City (East) PUMA
24,12,10305,Pinellas County (West Central)--Greater Seminole City PUMA
24,12,10306,Pinellas County (Central)--Greater Pinellas Park City PUMA
24,12,10304,Pinellas County (Central)--Greater Largo City PUMA
40,34,00308,"Bergen County (Central)--Ridgewood Village, Glen Rock & Westwood Boroughs PUMA"
40,34,00502,Passaic County (Central)--Hawthorne Borough & Clifton City (Northwest) PUMA
36,34,00302,"Bergen County (Southwest)--Rutherford, North Arlington & Hasbrouck Heights Boroughs PUMA"
36,34,00501,Passaic County (South)--Passaic & Clifton (Southeast) Cities PUMA
28,23,00900,Cumberland (Outside Portland) & York (East) Counties--Biddeford & Saco Cities PUMA
28,23,01000,"Cumberland County (Southeast)--Portland, South Portland & Westbrook Cities PUMA"
52,17,02100,Champaign County--Champaign & Urbana Cities PUMA
42,17,03005,Kane County (Southeast)--Aurora Township PUMA
16,24,01004,"Montgomery County (South)--Bethesda, Potomac & North Bethesda PUMA"
6,20,00500,Wyandotte County--Kansas City PUMA
19,29,00600,Boone County PUMA
33,21,01701,KIPDA Area Development District (West)--Louisville/Jefferson County (Northwest) PUMA
21,09,00105,"Stratford, Shelton, Trumbull, Newtown & Monroe Towns PUMA"
7,09,00300,Hartford County (North) PUMA
6,55,41003,Milwaukee City (Central) PUMA
6,55,41002,Milwaukee City (North Central) PUMA
14,55,01400,East Central Wisconsin PUMA
26,55,00101,Madison City (Central) PUMA
1,55,01301,Manitowoc & Kewaunee Counties PUMA
11,55,50000,Walworth County PUMA
8,55,40101,Milwaukee County (Northeast) PUMA
15,55,02400,Rock County PUMA
5,55,40701,Milwaukee County (West) PUMA
5,55,70201,Waukesha County (East) PUMA
9,29,01001,Jackson County--Kansas City (Central) PUMA
22,16,00800,Ada County (South)--Boise (South) & Kuna Cities PUMA
23,22,01201,Acadiana Regional Development District 4--Lafayette Parish (South) PUMA
23,53,11801,Kitsap County (North)--Bainbridge Island City & Silverdale PUMA
Second Middlesex,25,00507,Middlesex County (East)--Somerville & Everett Cities PUMA
Second Middlesex,25,00508,Middlesex County (East)--Malden & Medford Cities PUMA
6,34,02102,Camden County (Central)--Lindenwold & Collingswood Boroughs PUMA
6,34,02104,Camden County (East Central)--Haddonfield Borough PUMA
21,53,11702,Snohomish County (West Central)--Mukilteo & Everett (Southwest) Cities PUMA
30,36,03803,NYC-Manhattan Community District 10--Central Harlem PUMA
30,36,03802,"NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem PUMA"
16,55,00102,Dane County (East) PUMA
6,24,00506,"Baltimore County--Dundalk, Essex & Edgemere PUMA"
21,24,01101,Prince George's County (Northwest)--College Park City & Langley Park PUMA
21,24,01102,"Prince George's County (North)--Laurel, Greenbelt (North & East) Cities & Beltsville PUMA"
25,24,01107,"Prince George's County (Southwest)--Oxon Hill, Hillcrest Heights & Temple Hills PUMA"
25,24,01104,"Prince George's County (Central)--Seat Pleasant City, Capitol Heights Town & Landover PUMA"
35,24,00601,"Harford County (North & West)--Bel Air Town, Fallston & Jarrettsville PUMA"
45,24,00803,"Baltimore City--Frankford, Belair-Edison & Loch Raven PUMA"
39,24,01002,Montgomery County (West Central)--Germantown & Montgomery Village PUMA
46,24,00805,"Baltimore City--Irvington, Ten Hills & Cherry Hill PUMA"
46,24,00804,"Baltimore City--Inner Harbor, Canton & Bayview PUMA"
14,35,00806,Albuquerque City (Southwest Mesa) & Bernalillo County (Southwest Mesa & South Valley) PUMA
24,18,02200,Hendricks County PUMA
28,42,03603,York County (South) PUMA
28,42,03601,York County (Central)--York City & Shiloh PUMA
21,31,00801,Lancaster County--Lincoln City (North) PUMA
33,53,11613,King County (Southwest Central)--Kent City PUMA
33,53,11611,"King County (West Central)--Burien, SeaTac, Tukwila Cities & White Center PUMA"
36,21,01703,KIPDA Area Development District (West)--Louisville/Jefferson County (Northeast) PUMA
12,09,00906,"East Haven, Branford, Guilford, Madison & North Branford Towns PUMA"
21,41,01303,Portland City (Southeast) PUMA
31,27,01103,"Anoka County (East)--Blaine, Lino Lakes & Ham Lake Cities PUMA"
31,27,01101,"Anoka County (Northwest)--Andover, Ramsey, Anoka & East Bethel Cities PUMA"
7,55,40301,Milwaukee County (South) PUMA
9,15,00303,Honolulu County--East Honolulu to Kapahulu PUMA
44,40,01001,Oklahoma County (Southwest)--Oklahoma City (West Central) PUMA
11,24,00502,"Baltimore County--Randallstown (East), Owings Mills, Milford Mill & Reisterstown PUMA"
11,24,00503,"Baltimore County--Pikesville (South), Lochearn, Cockeysville & Mays Chapel PUMA"
32,24,01201,"Anne Arundel County (Northwest)--Severn, Odenton, Crofton, Maryland City & Fort Meade PUMA"
31,20,01301,Sedgwick (Northwest) & Harvey Counties--Wichita (Northwest) & Newton Cities PUMA
21,20,00601,"Johnson County (Northwest)--Shawnee, Lenexa & De Soto Cities PUMA"
11,15,00304,Honolulu County--Tantalus to Waikiki PUMA
Second Suffolk,25,03304,Boston City--Mattapan & Roxbury PUMA
28,44,00104,Providence County (Southeast)--Cranston & East Providence Cities PUMA
Fourth Middlesex,25,00505,"Middlesex County--Watertown Town City, Arlington, Belmont & Winchester Towns PUMA"
4,48,04302,Jefferson County (Outside Beaumont City)--Port Arthur City PUMA
4,48,04301,Jefferson County (North Central)--Beaumont City PUMA
4,48,04624,Harris County (Northeast)--Houston City (Far Northeast) PUMA
4,48,04504,Houston-Galveston Area Council--Montgomery County (Southeast) PUMA
4,48,04503,Houston-Galveston Area Council--Montgomery County (South)--The Woodlands (North) PUMA
4,48,04502,Houston-Galveston Area Council--Montgomery County (West)--Conroe City (West) PUMA
2,48,01400,Kaufman County PUMA
2,48,02303,Dallas County (East)--Mesquite City (Central & Southeast) PUMA
2,48,02306,Dallas (Northeast) & Mesquite (North) Cities--North of I-30 & West of I-635 PUMA
2,48,02302,Dallas County (Northeast)--Garland City (South) PUMA
2,48,00900,"Hunt & Rockwall Counties--Rockwall, Greenville & Dallas (Far Northeast) Cities PUMA"
18,48,06500,Coastal Bend COG (Northeast) PUMA
18,48,05600,Golden Crescent Regional Planning Commission (Southeast)--Victoria & Calhoun Counties PUMA
18,48,05500,Golden Crescent Regional Planning Commission (North) & Wilson & Karnes Counties PUMA
18,48,05000,Houston-Galveston Area Council (West) PUMA
18,48,04903,"Fort Bend County (Central)--Rosenberg City, Pecan Grove & New Territory PUMA"
18,48,04904,"Fort Bend County (North)--Mission Bend (Southwest), Cinco Ranch & Four Corners PUMA"
18,48,04632,Harris County (Far Northwest)--Katy City (Northeast) PUMA
30,48,02200,"North Central Texas COG (West)--Hood, Erath, Palo Pinto & Somervell Counties PUMA"
30,48,02400,Parker County PUMA
30,48,01907,Collin County (East) PUMA
30,48,01906,Collin County (Northwest)--Frisco City (East) & Prosper Town PUMA
30,48,02006,Denton County (North & West)--Denton City (Outer) PUMA
30,48,00800,"Texoma COG--Grayson, Cooke & Fannin Counties PUMA"
30,48,00600,North Texas Regional Planning Commission (Outside Wichita County) & Wise County PUMA
30,48,00700,North Texas Regional Planning Commission--Wichita County--Wichita Falls City PUMA
17,01,00800,St. Clair & Blount Counties PUMA
17,01,01304,"Jefferson County (Northeast)--Trussville, Center Point & Gardendale Cities PUMA"
26,01,02000,Montgomery City & Pike Road Town (North) PUMA
26,01,02100,"Elmore, Autauga, Montgomery (Outer) & Lowndes Counties PUMA"
7,01,00302,Huntsville City (Central & South) PUMA
28,01,02400,"Russell, Pike, Barbour, Macon & Bullock Counties PUMA"
22,42,00701,"Lackawanna County--Scranton City, Dunmore, Old Forge, Taylor & Moosic Boroughs PUMA"
14,33,00900,Hillsborough County (Southeastern)--Greater Nashua City PUMA
20,16,00701,Ada County (Central)--Meridian (Northeast) & Boise (Far West) Cities PUMA
18,33,00800,Manchester City PUMA
24,30,00700,Billings City PUMA
2,01,00301,Huntsville (North) & Madison (East) Cities PUMA
2,01,00200,Limestone & Madison (Outer) Counties--Huntsville City (Far West & Southwest) PUMA
29,01,02500,"Houston, Dale, Geneva & Henry Counties--Dothan City PUMA"
5,01,01305,"Jefferson County (West)--Bessemer, Hueytown & Pleasant Grove Cities PUMA"
5,01,01400,"Walker, Marion (South & West), Fayette & Lamar Counties PUMA"
5,01,01500,Tuscaloosa (Outer) & Pickens Counties--Northport City (North & West) PUMA
27,55,00103,Dane County (West) PUMA
27,55,01000,Sauk & Columbia Counties PUMA
27,28,01100,Central Region--Jackson City (East & Central) PUMA
38,13,04600,Atlanta Regional Commission--Fulton County (Central)--Atlanta City (Central) PUMA
38,13,03004,Atlanta Regional Commission (Northwest)--Cobb County (Southeast)--Smyrna City PUMA
12,37,03800,Harnett County PUMA
20,49,57001,"Weber County (West)--Roy, North Ogden, Ogden (Northwest) & West Haven Cities PUMA"
10,29,00500,"Cole, Callaway, Moniteau & Osage Counties PUMA"
10,29,00400,"Lincoln, Warren, Audrain, Pike & Montgomery Counties PUMA"
1,29,01807,St. Louis County (Inner Ring South) PUMA
13,29,01802,St. Louis County (Northwest) PUMA
13,29,01801,St. Louis County (Northeast) PUMA
First Middlesex,25,00501,Middlesex County (Outside Lowell City) PUMA
First Middlesex,25,00502,Middlesex County (Far Northeast)--Lowell City PUMA
35,09,01300,Tolland County PUMA
35,09,01500,Windham County PUMA
32,29,02800,Jasper & Newton Counties PUMA
5,29,01902,St. Louis City (South) PUMA
5,29,01901,St. Louis City (North) PUMA
27,48,06703,Cameron County (South)--Brownsville City (Central) PUMA
27,48,06701,Cameron County (East)--Brownsville City (North) PUMA
27,48,06801,Hidalgo County (Southeast)--Weslaco & Mercedes Cities PUMA
27,48,06702,Cameron County (West)--Harlingen & San Benito Cities PUMA
27,48,06802,Hidalgo County (East)--Alamo & Donna Cities PUMA
27,48,06900,Coastal Bend COG (Southeast) & Willacy County PUMA
14,48,05100,"Capital Area COG (East)--Bastrop, Caldwell, Fayette & Lee Counties PUMA"
14,48,05306,Austin City (Central) PUMA
14,48,05303,Austin City (Northeast) PUMA
14,48,05309,"Travis County (West, South & Outside Austin City) PUMA"
14,48,05305,Austin City (Northwest) PUMA
14,48,05301,"Travis County (Northeast)--Pflugerville, Manor Cities & Wells Branch PUMA"
14,48,05302,Austin City (North) PUMA
34,09,00902,"Meriden, Wallingford & North Haven Towns PUMA"
17,09,00903,"Hamden, Ansonia, Seymour, Derby, Woodbridge & Bethany Towns PUMA"
47,27,01700,Carver & Scott (West) Counties PUMA
Second Essex & Middlesex,25,01300,"Billerica, Andover, Tewksbury & Wilmington Towns PUMA"
7,18,01100,"Montgomery, Clinton, White, Carroll & Benton Counties PUMA"
9,20,00603,"Johnson County (Southwest)--Olathe, Gardner, Spring Hill & Edgerton Cities PUMA"
25,20,01303,Sedgwick County (Central)--Wichita City (Central) PUMA
6,33,00300,"Strafford Region--Strafford, Rockingham (Northern) & Carroll (Southeastern) Counties PUMA"
8,24,00505,"Baltimore County--Perry Hall, Middle River & Rosedale PUMA"
First Middlesex & Norfolk,25,03400,Middlesex (Southeast) & Norfolk (Northeast) Counties--Newton City & Brookline Town PUMA
9,42,03304,Delaware County (West) PUMA
9,42,03402,Chester County (East Central)--West Chester Borough PUMA
20,23,00600,Androscoggin County PUMA
28,26,01001,Kent County (Southwest) PUMA
28,26,01004,Kent County (North) PUMA
34,44,00400,South Rhode Island--Washington County PUMA
10,26,03003,Macomb County (Southwest)--Sterling Heights City PUMA
36,36,03702,"NYC-Bronx Community District 12--Wakefield, Williamsbridge & Woodlawn PUMA"
37,30,00300,Southwest Montana--Butte-Silver Bow & Helena City PUMA
7,48,04613,Houston (West) & Hunters Creek Village Cities--Between Loop I-610 & Beltway TX-8 PUMA
7,48,04636,Houston City (West)--East of TX-6 & West of Beltway TX-8 PUMA
7,48,04633,Harris County (Northwest)--South of US-290 & West of TX-6 PUMA
7,48,04628,Harris County (Northwest)--Jersey Village City--Between Beltway TX-8 & FM-1960 PUMA
7,48,04631,Harris County (Northwest)--North of US-290 & North of FM-1960 PUMA
7,48,04629,"Harris County (North)--North of FM-1960, West of I-45 & East of TX-249 PUMA"
7,48,04627,Harris County (Far North)--Spring PUMA
7,48,04630,Harris County (Far North)--Tomball City & The Woodlands (Southwest) PUMA
27,27,02400,"Mower, Steele, Freeborn & Dodge Counties PUMA"
6,09,00305,"New Britain, Berlin & Plainville Towns PUMA"
31,09,00304,"Bristol, Southington & Burlington Towns PUMA"
36,12,08610,Miami-Dade County (Central)--Miami Springs City & Miami International Airport PUMA
36,12,08608,"Miami-Dade County (North Central)--Doral, Sweetwater Cities & Fontainebleau PUMA"
36,12,08609,Miami-Dade County (Northeast)--Hialeah City (South Central) PUMA
36,12,08607,Miami-Dade County (Northeast)--Hialeah City (North Central) PUMA
36,12,08601,Miami-Dade County (North Central)--Greater Miami Lakes Town PUMA
39,12,08700,Miami-Dade (South/Outside Urban Development Boundary) & Monroe Counties PUMA
39,12,08624,Miami-Dade County (South)--Homestead City (North) & Florida City (North) PUMA
39,12,08623,Miami-Dade County (Southeast)--Cutler Bay Town & Palmetto Bay Village PUMA
39,12,08622,Miami-Dade County (Southwest)--South Miami Heights PUMA
39,12,08618,Miami-Dade County (North Central)--Tamiami Trail Region (South)--Tamiami PUMA
24,09,00100,"Danbury, Ridgefield, Bethel, Brookfield, New Fairfield, Redding & Sherman Towns PUMA"
2,20,00400,Northeast Kansas PUMA
35,20,01000,Central Kansas--Hutchinson City PUMA
8,36,03210,Nassau County (South Central)--Hempstead Town (Southeast) PUMA
8,36,03209,Nassau County (Central)--Hempstead Town (East Central) PUMA
8,36,03208,Nassau County (Southeast)--Oyster Bay Town (South) PUMA
8,36,03313,Suffolk County (West Central)--Babylon Town (Northwest) PUMA
12,54,00200,"Harrison, Marion, Taylor & Doddridge Counties PUMA"
33,28,01500,"East Central Region--Lauderdale, Newton & Clarke Counties--Meridian City PUMA"
39,20,01200,"Southwest Kansas--Dodge City, Garden City & Liberal City PUMA"
27,16,00900,Twin Falls & Cassia Counties--Twin Falls City PUMA
19,36,04016,"NYC-Brooklyn Community District 15--Sheepshead Bay, Gerritsen Beach & Homecrest PUMA"
19,36,04009,NYC-Brooklyn Community District 18--Canarsie & Flatlands PUMA
19,36,04008,NYC-Brooklyn Community District 5--East New York & Starrett City PUMA
Second Bristol & Plymouth,25,04500,Bristol County (South)--New Bedford City & Fairhaven Town PUMA
Second Bristol & Plymouth,25,04301,Bristol (Outside New Bedford City) & Plymouth (South) Counties PUMA
18,20,00801,Shawnee County (Central)--Topeka City PUMA
18,20,00802,"Shawnee (Outside Topeka City), Osage, Jackson, Brown & Wabaunsee Counties PUMA"
2,23,00100,Northeast Maine--Aroostook & Washington Counties PUMA
15,04,00128,Phoenix City (North) PUMA
Rutland,50,00400,"Southwest Vermont--Rutland, Bennington & Addison Counties PUMA"
26,26,02300,Van Buren & Cass Counties PUMA
26,26,00900,Allegan County PUMA
39,40,01201,Tulsa County (Central)--Tulsa City (Central) PUMA
33,01,02701,Mobile City (East) PUMA
4,09,00306,"Glastonbury, Newington, Wethersfield, Rocky Hill & Marlborough Towns PUMA"
4,09,00301,Manchester & East Hartford Towns PUMA
22,23,00700,Sagadahoc & Cumberland (North) Counties--Bath City & Brunswick PUMA
29,53,11504,"Pierce County (South Central)--Tacoma City (South), Parkland & Spanaway PUMA"
9,33,00600,Hillsborough County (Western) PUMA
8,33,00500,Southwestern New Hampshire--Cheshire & Sullivan Counties PUMA
33,39,03400,Columbiana County PUMA
33,39,01500,"Mahoning County (Northeast)--Youngstown City, Boardman & Austintown PUMA"
19,04,00121,Phoenix (Southwest) & Tolleson Cities PUMA
19,04,00133,Maricopa County--Avondale (Central) & Litchfield Park (Central) Cities PUMA
5,18,00700,"Jasper, Starke, Fulton, Newton & Pulaski Counties PUMA"
5,18,00200,Porter County PUMA
40,18,02800,Monroe County--Bloomington City PUMA
37,53,11604,Seattle City (Southeast)--Capitol Hill PUMA
16,33,00700,Outer Manchester City PUMA
31,28,01400,"East Central Region--Neshoba, Scott, Leake, Jasper, Smith & Kemper Counties PUMA"
42,28,01700,"South Region--Jones, Wayne, Covington, Greene & Jefferson Davis Counties PUMA"
4,39,05402,Butler County (South Central)--Hamilton & Fairfield Cities PUMA
4,39,05401,Butler County (Southeast)--Monroe City & Beckett Ridge PUMA
4,39,05403,"Butler County (North & West)--Middletown, Oxford & Trenton Cities PUMA"
2,39,00200,"Wood (South), Fulton & Lucas (Southwest) Counties--Bowling Green City PUMA"
2,39,00600,"Ottawa, Wood (Northeast) & Lucas (East) Counties--Oregon City PUMA"
3,39,04101,"Columbus (Far Northeast), Gahanna & New Albany Cities PUMA"
3,39,04109,"Franklin County (South)--Columbus (South), Grove Cities & Groveport Village PUMA"
3,39,04110,Columbus City (West) PUMA
15,20,01500,Southeast Kansas PUMA
21,49,11001,"Davis County (North)--Layton, Clearfield, Kaysville, Syracuse & Clinton Cities PUMA"
41,40,01003,Oklahoma County (Northeast)--Edmond & Oklahoma City (North Central) Cities PUMA
23,35,00805,"Albuquerque City (Northwest Mesa), Paradise Hills & Navajo Nation-Tohajiilee Chapter PUMA"
23,45,00601,Lexington (South & West) & Saluda Counties--Lexington Town & Red Bank PUMA
15,23,00400,Kennebec County PUMA
2,32,00405,Las Vegas City (Southeast) PUMA
Worcester & Middlesex,25,00400,"Worcester & Middlesex Counties (Outside Leominster, Fitchburg & Gardner Cities) PUMA"
Worcester & Middlesex,25,00301,"Worcester County (Northeast)--Leominster, Fitchburg & Gardner Cities PUMA"
"Berkshire, Hampshire, Franklin & Hampden",25,00100,Berkshire County--Pittsfield City PUMA
24,26,01900,Eaton & Clinton Counties PUMA
24,26,01704,Genesee (West) & Shiawassee Counties PUMA
31,05,01000,Pulaski County (Central)--Little Rock City PUMA
39,27,01201,"Washington County (North)--Oakdale, Forest Lake, Stillwater & Hugo Cities PUMA"
30,31,00802,Lancaster County--Lincoln City (South) PUMA
6,19,01900,"Northwest Central Iowa--Storm Lake, Denison & Cherokee Region PUMA"
56,27,01503,Dakota County (West)--Burnsville & Apple Valley Cities PUMA
4,10,00102,New Castle County (North)--Hockessin PUMA
9,22,02301,Regional Planning Commission 4--Jefferson Parish (Central) PUMA
28,36,03808,"NYC-Manhattan Community District 6--Murray Hill, Gramercy & Stuyvesant Town PUMA"
28,36,03805,NYC-Manhattan Community District 8--Upper East Side PUMA
15,35,00802,Albuquerque City (Near Northeast Heights) PUMA
1,09,00302,Hartford Town PUMA
29,39,03100,Stark County (West)--Massillon City PUMA
29,39,03200,Stark County (Central)--Canton & North Canton Cities PUMA
37,35,01002,"Doña Ana County (Central)--Las Cruces, Mesilla Cities & University Park PUMA"
Second Plymouth & Bristol,25,04902,Plymouth County (Central) PUMA
Second Plymouth & Bristol,25,04000,"Plymouth & Norfolk Counties--Brockton City, Stoughton & Avon Towns PUMA"
Fifth Middlesex,25,02800,"Woburn, Melrose Cities, Saugus, Wakefield & Stoneham Towns PUMA"
20,08,00819,Jefferson County (East Central)--Lakewood City (South) & Dakota Ridge PUMA
20,08,00818,"Jefferson County (East Central)--Lakewood (North), Wheat Ridge & Golden Cities PUMA"
16,26,02600,Jackson County PUMA
26,36,03810,"NYC-Manhattan Community District 1 & 2--Battery Park City, Greenwich Village & Soho PUMA"
26,36,03809,NYC-Manhattan Community District 3--Chinatown & Lower East Side PUMA
26,36,04001,NYC-Brooklyn Community District 1--Greenpoint & Williamsburg PUMA
19,34,00907,Middlesex County (East Central)--Perth Amboy City & Sayreville Borough PUMA
19,34,00905,Middlesex County (Northeast)--Carteret Borough PUMA
5,34,02201,Gloucester County (Northeast)--Woodbury City PUMA
5,34,02101,Camden County (North)--Camden & Gloucester Cities PUMA
39,37,03104,Charlotte City (South) PUMA
27,12,07101,Lee County (South & West)--Barrier Islands Region PUMA
27,12,07104,Lee County (Central)--Greater Fort Myers City PUMA
27,12,07102,Lee County (Northwest)--Cape Coral City PUMA
27,12,07103,Lee County (Northeast)--Lehigh Acres & North Fort Myers PUMA
10,39,04700,Greene County PUMA
10,39,04300,Clark County PUMA
10,39,04200,"Pickaway, Union & Madison Counties PUMA"
23,33,01000,Seacoast Region--Rockingham County (Southern)--Portsmouth City PUMA
13,19,01400,"Warren, Jasper, Marion, Dallas (West) & Madison Counties PUMA"
5,48,05203,"Williamson County (South)--Austin City (Far North), Brushy Creek & Jollyville PUMA"
5,48,05202,Capital Area COG--Williamson County (Southeast)--Round Rock City PUMA
5,48,05204,Capital Area COG--Williamson County (West)--Cedar Park & Leander Cities PUMA
5,48,03602,Brazos Valley COG--Brazos County--College Station & Bryan Cities PUMA
5,48,05201,Capital Area COG--Williamson County (North)--Georgetown (East) & Taylor Cities PUMA
5,48,03601,Brazos Valley COG (Outside Brazos County) & Milam County PUMA
9,55,02500,Sheboygan County PUMA
26,18,01900,Madison County--Anderson City PUMA
11,53,11610,"King County (Central)--Renton City, Fairwood, Bryn Mawr & Skyway PUMA"
21,26,02200,St. Joseph & Branch Counties PUMA
21,26,02400,Berrien County PUMA
11,09,00905,New Haven Town PUMA
15,09,00900,New Haven County (Northwest) PUMA
15,09,00901,Waterbury Town PUMA
20,24,01007,Montgomery County (Southeast)--Takoma Park City & Silver Spring PUMA
16,04,00101,Maricopa County--Mesa City (East) PUMA
18,55,01401,Fond du Lac & Calumet Counties PUMA
18,55,01501,Winnebago County PUMA
43,24,00802,"Baltimore City--Guilford, Roland Park & Druid Lake PUMA"
38,24,01400,"Wicomico, Worcester & Somerset Counties--Salisbury City PUMA"
4,28,00200,"Northeast Region--Marshall, Alcorn, Prentiss, Tippah, Tishomingo & Benton Counties PUMA"
