,st,lower_leg_district,poverty_base,poverty_reform,deep_poverty_base,deep_poverty_reform,pct_chg,pct_chg_deep
150,4.0,006,0.2160538586908989,0.20188049853049797,0.09272039947198714,0.08299437705928273,0.06560105080408814,0.09372698453001865
151,4.0,007,0.2685771430618872,0.2501521322070905,0.12421906952260947,0.10087393892679655,0.06860230414526039,0.0
152,4.0,008,0.1655926469852341,0.1517804622463837,0.06926719570281954,0.059619129393391083,0.0834106162943457,0.051582217663504876
153,4.0,009,0.16046090271884889,0.1525358885646632,0.07006845382979336,0.06542954160946847,0.04938906624544836,0.06438634368353956
154,4.0,010,0.18617890592561806,0.17747547687973803,0.07067662550830958,0.06585131264681171,0.04674766457891431,0.05841415777807156
155,4.0,011,0.1509792821257313,0.1350745461895212,0.05056201819687892,0.045088223153232604,0.1053438307049645,0.05431774050587188
156,4.0,012,0.06924883395950772,0.06044980940551617,0.029766483282031908,0.02722107783326975,0.12706386592930438,0.04457307913724942
157,4.0,013,0.13948268875885322,0.11889088627611773,0.04674561864199952,0.03943004568239988,0.1476298074403767,0.011400186551100564
158,4.0,014,0.15204996910141558,0.13742835017770233,0.06255697051208789,0.05082367520407956,0.09616324824085164,0.13147352576159363
159,4.0,015,0.0985570360784539,0.09012079740607293,0.039137338346811774,0.03733301179441581,0.08559752817308253,0.07083779519154464
160,4.0,016,0.11839905356774567,0.10650183622062837,0.049596383760888235,0.04127018011858592,0.10048405784181332,0.0940121758560627
161,4.0,017,0.09366458502870224,0.08386599774969188,0.033789873248174035,0.03125493570440672,0.10461357701000569,0.08047587051206402
162,4.0,018,0.13550432991360106,0.12083184174123071,0.044229856616028955,0.04188122397515931,0.10828058543756999,0.04845342723598705
163,4.0,019,0.1901568869639801,0.15678472642932598,0.05968435423300626,0.051452796417232764,0.17549803779116102,0.053810889481067374
164,4.0,020,0.16243051645070805,0.1411511224245047,0.06190516438428734,0.052776397799235944,0.13100613413773698,0.04250455873808376
165,4.0,021,0.1227041721612003,0.1072458702467487,0.04463950075231028,0.04083382417608075,0.12598024698087323,0.05659378544985329
166,4.0,022,0.10852528151976663,0.09620455904453216,0.043180828468045086,0.03737966961572889,0.11352859262558458,0.015424312776235093
167,4.0,023,0.10127492597985055,0.09575503515447771,0.04421434978078352,0.042678872767305406,0.05450402231319394,0.04511324275796373
168,4.0,024,0.20297610885717474,0.18628482196270035,0.07096449836902743,0.06552374823739822,0.08223276615386937,0.04706238526601355
169,4.0,025,0.15720229335184993,0.13828121738961552,0.054838972149442416,0.04599999383998049,0.12036132271865328,0.07240481150377558
170,4.0,026,0.25058446531727063,0.2301617677600347,0.11460191713262705,0.10888094910876227,0.08150025394183276,0.07616550567526426
171,4.0,027,0.21952659474055988,0.18959755182947702,0.07189236160489901,0.06118803212809732,0.13633447440139768,0.010599821085091518
172,4.0,028,0.16158028474754063,0.14394474651089179,0.062095568265309306,0.05433891798139932,0.10914412153811526,0.0643155347085201
173,4.0,029,0.25183440810155056,0.20546909990065862,0.07599434178072545,0.058918477362936574,0.1841102991065281,0.0005112821332616465
174,4.0,030,0.23878562238801807,0.19551596087664935,0.07271527095203567,0.059264666794458305,0.1812071475604049,0.03864960102976398
175,6.0,001,0.16185090745375458,0.15109165532617477,0.05728067755091672,0.052860986025607064,0.06647631636328039,0.018861481488564934
176,6.0,002,0.16868357279338855,0.15455863102270984,0.059068987709336065,0.05565072061857993,0.08373632083296931,0.027701384018091718
177,6.0,003,0.18545167347724262,0.16837589559345886,0.07080331061916438,0.06624539471634258,0.0920766988165204,0.0708789809503067
178,6.0,004,0.17488247860159045,0.1665472672224637,0.07474410885049998,0.07110325919564672,0.0476617866225218,0.036929020131922334
179,6.0,005,0.14943354099712627,0.13393416392910137,0.051790321993763905,0.04724321527056792,0.10372087126224872,0.025952875482140307
180,6.0,006,0.10578081277401837,0.09862834461969214,0.0413703469288413,0.040286432571615224,0.06761593115763051,0.001591934088824983
181,6.0,007,0.22680631360997566,0.20442745771035975,0.07778099104000556,0.070420666623768,0.09866945740363914,0.10104846763546098
182,6.0,008,0.18570023564309704,0.17037459125036028,0.06568149864535311,0.058785021973405065,0.08252894423996092,0.11753726449046492
183,6.0,009,0.16678889648480494,0.15055301255534367,0.05622715859971333,0.0510706918171605,0.09734391360362775,0.10121477401268879
184,6.0,010,0.15080823101973537,0.1418304723939644,0.0573573801126766,0.05333394836342735,0.05953095905352872,0.05895011042527874
