Senate District Number,STATEFIP_x,PUMA,PUMA Description_x,Assembly District Number,STATEFIP_y,PUMA Description_y,STATEFIP_y
2,39,00200,"Wood (South), Fulton & Lucas (Southwest) Counties--Bowling Green City PUMA",84,05,Washington County PUMA,05
2,39,00200,"Wood (South), Fulton & Lucas (Southwest) Counties--Bowling Green City PUMA",5,15,Hawaii County PUMA,15
2,39,00200,"Wood (South), Fulton & Lucas (Southwest) Counties--Bowling Green City PUMA",1,22,Coordinating & Development Corporation 3--Bossier & Webster Parishes PUMA,22
2,39,00200,"Wood (South), Fulton & Lucas (Southwest) Counties--Bowling Green City PUMA",59,41,North Central Oregon--The Dalles City PUMA,41
2,39,00200,"Wood (South), Fulton & Lucas (Southwest) Counties--Bowling Green City PUMA",14,30,West Montana--Missoula City PUMA,30
2,39,00200,"Wood (South), Fulton & Lucas (Southwest) Counties--Bowling Green City PUMA",3,56,"Campbell, Goshen, Platte, Johnson, Washakie, Weston, Crook & Niobrara Counties PUMA",56
2,39,00200,"Wood (South), Fulton & Lucas (Southwest) Counties--Bowling Green City PUMA",4,18,Porter County PUMA,18
2,39,00200,"Wood (South), Fulton & Lucas (Southwest) Counties--Bowling Green City PUMA",118,23,"Northwest Maine--Oxford, Somerset, Franklin & Piscataquis Counties PUMA",23
2,39,00200,"Wood (South), Fulton & Lucas (Southwest) Counties--Bowling Green City PUMA",164,13,"Coastal Regional Commission (West)--Liberty, Bryan & Long Counties PUMA",13
2,39,00200,"Wood (South), Fulton & Lucas (Southwest) Counties--Bowling Green City PUMA",75,47,"Land Between the Lakes--Weakley, Henry, Carroll, Humphreys, Benton & Houston Counties PUMA",47
2,39,00200,"Wood (South), Fulton & Lucas (Southwest) Counties--Bowling Green City PUMA",26B,46,Lakota Region PUMA,46
2,39,00200,"Wood (South), Fulton & Lucas (Southwest) Counties--Bowling Green City PUMA",39,32,"Carson City, Lyon, Douglas & Storey Counties PUMA",32
2,39,00200,"Wood (South), Fulton & Lucas (Southwest) Counties--Bowling Green City PUMA",109,26,Eastern Upper Peninsula PUMA,26
2,39,00200,"Wood (South), Fulton & Lucas (Southwest) Counties--Bowling Green City PUMA",114,36,"Clinton, Franklin, Essex & Hamilton Counties PUMA",36
2,39,00200,"Wood (South), Fulton & Lucas (Southwest) Counties--Bowling Green City PUMA",94,37,"Wilkesboro High Country--Surry, Wilkes & Alleghany Counties PUMA",37
2,39,00200,"Wood (South), Fulton & Lucas (Southwest) Counties--Bowling Green City PUMA",1C,24,Washington County--Hagerstown City PUMA,24
2,39,00200,"Wood (South), Fulton & Lucas (Southwest) Counties--Bowling Green City PUMA",47,39,"Wood (South), Fulton & Lucas (Southwest) Counties--Bowling Green City PUMA",39
2,39,00200,"Wood (South), Fulton & Lucas (Southwest) Counties--Bowling Green City PUMA",3,35,"San Juan County (Northeast)--Farmington, Bloomfield & Aztec Cities PUMA",35
2,39,00200,"Wood (South), Fulton & Lucas (Southwest) Counties--Bowling Green City PUMA",9,29,"Buchanan, Andrew & DeKalb Counties PUMA",29
2,39,00200,"Wood (South), Fulton & Lucas (Southwest) Counties--Bowling Green City PUMA",HD-009,45,Anderson County--Anderson City PUMA,45
2,39,00200,"Wood (South), Fulton & Lucas (Southwest) Counties--Bowling Green City PUMA",2,16,"Kootenai County (Northwest)--Coeur d'Alene, Post Falls & Hayden Cities PUMA",16
2,39,00200,"Wood (South), Fulton & Lucas (Southwest) Counties--Bowling Green City PUMA",65,42,Crawford & Warren Counties PUMA,42
2,39,00200,"Wood (South), Fulton & Lucas (Southwest) Counties--Bowling Green City PUMA",48,54,"Harrison, Marion, Taylor & Doddridge Counties PUMA",54
2,39,00200,"Wood (South), Fulton & Lucas (Southwest) Counties--Bowling Green City PUMA",57,08,"Northwest Colorado--Garfield, Routt, Moffat & Rio Blanco Counties PUMA",08
2,39,00200,"Wood (South), Fulton & Lucas (Southwest) Counties--Bowling Green City PUMA",87,48,Panhandle Regional Planning Commission--Potter County--Amarillo City (North) PUMA,48
2,39,00200,"Wood (South), Fulton & Lucas (Southwest) Counties--Bowling Green City PUMA",8,02,Matanuska-Susitna & Kenai Peninsula Boroughs PUMA,02
2,39,00200,"Wood (South), Fulton & Lucas (Southwest) Counties--Bowling Green City PUMA",8,19,"Cerro Gordo, Floyd, Kossuth, Hancock, Winnebago, Mitchell & Worth Counties PUMA",19
2,39,00200,"Wood (South), Fulton & Lucas (Southwest) Counties--Bowling Green City PUMA",29,38,East Central North Dakota--Jamestown City PUMA,38
2,39,00200,"Wood (South), Fulton & Lucas (Southwest) Counties--Bowling Green City PUMA",107,20,North Central Kansas--Salina City PUMA,20
2,39,00200,"Wood (South), Fulton & Lucas (Southwest) Counties--Bowling Green City PUMA",4,40,"Cherokee, Sequoyah & Adair Counties PUMA",40
2,39,00200,"Wood (South), Fulton & Lucas (Southwest) Counties--Bowling Green City PUMA",34,10,Kent County--Dover City PUMA,10
2,39,00200,"Wood (South), Fulton & Lucas (Southwest) Counties--Bowling Green City PUMA",6,01,Limestone & Madison (Outer) Counties--Huntsville City (Far West & Southwest) PUMA,01
2,39,00200,"Wood (South), Fulton & Lucas (Southwest) Counties--Bowling Green City PUMA",90,55,Green Bay City PUMA,55
2,39,00200,"Wood (South), Fulton & Lucas (Southwest) Counties--Bowling Green City PUMA",Carroll County No. 4,33,"Lakes Region--Belknap, Carroll & Merrimack (Northern) Counties PUMA",33
2,39,00200,"Wood (South), Fulton & Lucas (Southwest) Counties--Bowling Green City PUMA",4,28,"Northeast Region--Marshall, Alcorn, Prentiss, Tippah, Tishomingo & Benton Counties PUMA",28
2,39,00200,"Wood (South), Fulton & Lucas (Southwest) Counties--Bowling Green City PUMA",1st Franklin,25,Franklin & Hampshire (North) Counties PUMA,25
2,39,00200,"Wood (South), Fulton & Lucas (Southwest) Counties--Bowling Green City PUMA",Orleans-Caledonia,50,"Northeast Vermont--Washington, Caledonia, Orleans, Lamoille & Essex Counties PUMA",50
4,28,00200,"Northeast Region--Marshall, Alcorn, Prentiss, Tippah, Tishomingo & Benton Counties PUMA",12,21,Pennyrile Area Development District (North) PUMA,21
4,28,00200,"Northeast Region--Marshall, Alcorn, Prentiss, Tippah, Tishomingo & Benton Counties PUMA",02A,27,"Beltrami, Becker, Hubbard, Clearwater, Mahnomen & Lake of the Woods Counties PUMA",27
4,28,00200,"Northeast Region--Marshall, Alcorn, Prentiss, Tippah, Tishomingo & Benton Counties PUMA",84,05,Washington County PUMA,05
4,28,00200,"Northeast Region--Marshall, Alcorn, Prentiss, Tippah, Tishomingo & Benton Counties PUMA",5,15,Hawaii County PUMA,15
4,28,00200,"Northeast Region--Marshall, Alcorn, Prentiss, Tippah, Tishomingo & Benton Counties PUMA",1,22,Coordinating & Development Corporation 3--Bossier & Webster Parishes PUMA,22
4,28,00200,"Northeast Region--Marshall, Alcorn, Prentiss, Tippah, Tishomingo & Benton Counties PUMA",59,41,North Central Oregon--The Dalles City PUMA,41
4,28,00200,"Northeast Region--Marshall, Alcorn, Prentiss, Tippah, Tishomingo & Benton Counties PUMA",14,30,West Montana--Missoula City PUMA,30
4,28,00200,"Northeast Region--Marshall, Alcorn, Prentiss, Tippah, Tishomingo & Benton Counties PUMA",3,56,"Campbell, Goshen, Platte, Johnson, Washakie, Weston, Crook & Niobrara Counties PUMA",56
4,28,00200,"Northeast Region--Marshall, Alcorn, Prentiss, Tippah, Tishomingo & Benton Counties PUMA",4,18,Porter County PUMA,18
4,28,00200,"Northeast Region--Marshall, Alcorn, Prentiss, Tippah, Tishomingo & Benton Counties PUMA",118,23,"Northwest Maine--Oxford, Somerset, Franklin & Piscataquis Counties PUMA",23
4,28,00200,"Northeast Region--Marshall, Alcorn, Prentiss, Tippah, Tishomingo & Benton Counties PUMA",164,13,"Coastal Regional Commission (West)--Liberty, Bryan & Long Counties PUMA",13
4,28,00200,"Northeast Region--Marshall, Alcorn, Prentiss, Tippah, Tishomingo & Benton Counties PUMA",75,47,"Land Between the Lakes--Weakley, Henry, Carroll, Humphreys, Benton & Houston Counties PUMA",47
4,28,00200,"Northeast Region--Marshall, Alcorn, Prentiss, Tippah, Tishomingo & Benton Counties PUMA",26B,46,Lakota Region PUMA,46
4,28,00200,"Northeast Region--Marshall, Alcorn, Prentiss, Tippah, Tishomingo & Benton Counties PUMA",39,32,"Carson City, Lyon, Douglas & Storey Counties PUMA",32
4,28,00200,"Northeast Region--Marshall, Alcorn, Prentiss, Tippah, Tishomingo & Benton Counties PUMA",109,26,Eastern Upper Peninsula PUMA,26
4,28,00200,"Northeast Region--Marshall, Alcorn, Prentiss, Tippah, Tishomingo & Benton Counties PUMA",114,36,"Clinton, Franklin, Essex & Hamilton Counties PUMA",36
4,28,00200,"Northeast Region--Marshall, Alcorn, Prentiss, Tippah, Tishomingo & Benton Counties PUMA",94,37,"Wilkesboro High Country--Surry, Wilkes & Alleghany Counties PUMA",37
4,28,00200,"Northeast Region--Marshall, Alcorn, Prentiss, Tippah, Tishomingo & Benton Counties PUMA",1C,24,Washington County--Hagerstown City PUMA,24
4,28,00200,"Northeast Region--Marshall, Alcorn, Prentiss, Tippah, Tishomingo & Benton Counties PUMA",47,39,"Wood (South), Fulton & Lucas (Southwest) Counties--Bowling Green City PUMA",39
4,28,00200,"Northeast Region--Marshall, Alcorn, Prentiss, Tippah, Tishomingo & Benton Counties PUMA",3,35,"San Juan County (Northeast)--Farmington, Bloomfield & Aztec Cities PUMA",35
4,28,00200,"Northeast Region--Marshall, Alcorn, Prentiss, Tippah, Tishomingo & Benton Counties PUMA",9,29,"Buchanan, Andrew & DeKalb Counties PUMA",29
4,28,00200,"Northeast Region--Marshall, Alcorn, Prentiss, Tippah, Tishomingo & Benton Counties PUMA",HD-009,45,Anderson County--Anderson City PUMA,45
4,28,00200,"Northeast Region--Marshall, Alcorn, Prentiss, Tippah, Tishomingo & Benton Counties PUMA",2,16,"Kootenai County (Northwest)--Coeur d'Alene, Post Falls & Hayden Cities PUMA",16
4,28,00200,"Northeast Region--Marshall, Alcorn, Prentiss, Tippah, Tishomingo & Benton Counties PUMA",65,42,Crawford & Warren Counties PUMA,42
4,28,00200,"Northeast Region--Marshall, Alcorn, Prentiss, Tippah, Tishomingo & Benton Counties PUMA",48,54,"Harrison, Marion, Taylor & Doddridge Counties PUMA",54
4,28,00200,"Northeast Region--Marshall, Alcorn, Prentiss, Tippah, Tishomingo & Benton Counties PUMA",57,08,"Northwest Colorado--Garfield, Routt, Moffat & Rio Blanco Counties PUMA",08
4,28,00200,"Northeast Region--Marshall, Alcorn, Prentiss, Tippah, Tishomingo & Benton Counties PUMA",87,48,Panhandle Regional Planning Commission--Potter County--Amarillo City (North) PUMA,48
4,28,00200,"Northeast Region--Marshall, Alcorn, Prentiss, Tippah, Tishomingo & Benton Counties PUMA",8,02,Matanuska-Susitna & Kenai Peninsula Boroughs PUMA,02
4,28,00200,"Northeast Region--Marshall, Alcorn, Prentiss, Tippah, Tishomingo & Benton Counties PUMA",8,19,"Cerro Gordo, Floyd, Kossuth, Hancock, Winnebago, Mitchell & Worth Counties PUMA",19
4,28,00200,"Northeast Region--Marshall, Alcorn, Prentiss, Tippah, Tishomingo & Benton Counties PUMA",29,38,East Central North Dakota--Jamestown City PUMA,38
4,28,00200,"Northeast Region--Marshall, Alcorn, Prentiss, Tippah, Tishomingo & Benton Counties PUMA",107,20,North Central Kansas--Salina City PUMA,20
4,28,00200,"Northeast Region--Marshall, Alcorn, Prentiss, Tippah, Tishomingo & Benton Counties PUMA",4,40,"Cherokee, Sequoyah & Adair Counties PUMA",40
4,28,00200,"Northeast Region--Marshall, Alcorn, Prentiss, Tippah, Tishomingo & Benton Counties PUMA",34,10,Kent County--Dover City PUMA,10
4,28,00200,"Northeast Region--Marshall, Alcorn, Prentiss, Tippah, Tishomingo & Benton Counties PUMA",6,01,Limestone & Madison (Outer) Counties--Huntsville City (Far West & Southwest) PUMA,01
4,28,00200,"Northeast Region--Marshall, Alcorn, Prentiss, Tippah, Tishomingo & Benton Counties PUMA",90,55,Green Bay City PUMA,55
4,28,00200,"Northeast Region--Marshall, Alcorn, Prentiss, Tippah, Tishomingo & Benton Counties PUMA",Carroll County No. 4,33,"Lakes Region--Belknap, Carroll & Merrimack (Northern) Counties PUMA",33
4,28,00200,"Northeast Region--Marshall, Alcorn, Prentiss, Tippah, Tishomingo & Benton Counties PUMA",4,28,"Northeast Region--Marshall, Alcorn, Prentiss, Tippah, Tishomingo & Benton Counties PUMA",28
4,28,00200,"Northeast Region--Marshall, Alcorn, Prentiss, Tippah, Tishomingo & Benton Counties PUMA",1st Franklin,25,Franklin & Hampshire (North) Counties PUMA,25
4,28,00200,"Northeast Region--Marshall, Alcorn, Prentiss, Tippah, Tishomingo & Benton Counties PUMA",Orleans-Caledonia,50,"Northeast Vermont--Washington, Caledonia, Orleans, Lamoille & Essex Counties PUMA",50
32,13,03005,Atlanta Regional Commission (Northwest)--Cobb County (Northeast) PUMA,45,13,Atlanta Regional Commission (Northwest)--Cobb County (Northeast) PUMA,13
32,13,03005,Atlanta Regional Commission (Northwest)--Cobb County (Northeast) PUMA,83,17,Kane County (Southeast)--Aurora Township PUMA,17
32,13,03005,Atlanta Regional Commission (Northwest)--Cobb County (Northeast) PUMA,22,26,"Macomb County (Southeast)--St. Clair Shores, Roseville & Eastpointe Area PUMA",26
9,26,03005,"Macomb County (Southeast)--St. Clair Shores, Roseville & Eastpointe Area PUMA",45,13,Atlanta Regional Commission (Northwest)--Cobb County (Northeast) PUMA,13
9,26,03005,"Macomb County (Southeast)--St. Clair Shores, Roseville & Eastpointe Area PUMA",83,17,Kane County (Southeast)--Aurora Township PUMA,17
9,26,03005,"Macomb County (Southeast)--St. Clair Shores, Roseville & Eastpointe Area PUMA",22,26,"Macomb County (Southeast)--St. Clair Shores, Roseville & Eastpointe Area PUMA",26
42,17,03005,Kane County (Southeast)--Aurora Township PUMA,45,13,Atlanta Regional Commission (Northwest)--Cobb County (Northeast) PUMA,13
42,17,03005,Kane County (Southeast)--Aurora Township PUMA,83,17,Kane County (Southeast)--Aurora Township PUMA,17
42,17,03005,Kane County (Southeast)--Aurora Township PUMA,22,26,"Macomb County (Southeast)--St. Clair Shores, Roseville & Eastpointe Area PUMA",26
28,21,01902,Bluegrass Area Development District (Central)--Lexington-Fayette County (Outer) PUMA,21,34,Union County (Northwest)--Summit City & Westfield Town (North) PUMA,34
28,21,01902,Bluegrass Area Development District (Central)--Lexington-Fayette County (Outer) PUMA,23,06,Fresno County (North Central)--Fresno City (North) PUMA,06
28,21,01902,Bluegrass Area Development District (Central)--Lexington-Fayette County (Outer) PUMA,80,29,St. Louis City (South) PUMA,29
28,21,01902,Bluegrass Area Development District (Central)--Lexington-Fayette County (Outer) PUMA,77,21,Bluegrass Area Development District (Central)--Lexington-Fayette County (Outer) PUMA,21
28,21,01902,Bluegrass Area Development District (Central)--Lexington-Fayette County (Outer) PUMA,66,48,Collin County (Southwest)--Plano City (West) PUMA,48
28,21,01902,Bluegrass Area Development District (Central)--Lexington-Fayette County (Outer) PUMA,9th Hampden,25,Hampden County (East of Springfield City)--Chicopee City PUMA,25
21,34,01902,Union County (Northwest)--Summit City & Westfield Town (North) PUMA,21,34,Union County (Northwest)--Summit City & Westfield Town (North) PUMA,34
21,34,01902,Union County (Northwest)--Summit City & Westfield Town (North) PUMA,23,06,Fresno County (North Central)--Fresno City (North) PUMA,06
21,34,01902,Union County (Northwest)--Summit City & Westfield Town (North) PUMA,80,29,St. Louis City (South) PUMA,29
21,34,01902,Union County (Northwest)--Summit City & Westfield Town (North) PUMA,77,21,Bluegrass Area Development District (Central)--Lexington-Fayette County (Outer) PUMA,21
21,34,01902,Union County (Northwest)--Summit City & Westfield Town (North) PUMA,66,48,Collin County (Southwest)--Plano City (West) PUMA,48
21,34,01902,Union County (Northwest)--Summit City & Westfield Town (North) PUMA,9th Hampden,25,Hampden County (East of Springfield City)--Chicopee City PUMA,25
First Hampden & Hampshire,25,01902,Hampden County (East of Springfield City)--Chicopee City PUMA,21,34,Union County (Northwest)--Summit City & Westfield Town (North) PUMA,34
First Hampden & Hampshire,25,01902,Hampden County (East of Springfield City)--Chicopee City PUMA,23,06,Fresno County (North Central)--Fresno City (North) PUMA,06
First Hampden & Hampshire,25,01902,Hampden County (East of Springfield City)--Chicopee City PUMA,80,29,St. Louis City (South) PUMA,29
First Hampden & Hampshire,25,01902,Hampden County (East of Springfield City)--Chicopee City PUMA,77,21,Bluegrass Area Development District (Central)--Lexington-Fayette County (Outer) PUMA,21
First Hampden & Hampshire,25,01902,Hampden County (East of Springfield City)--Chicopee City PUMA,66,48,Collin County (Southwest)--Plano City (West) PUMA,48
First Hampden & Hampshire,25,01902,Hampden County (East of Springfield City)--Chicopee City PUMA,9th Hampden,25,Hampden County (East of Springfield City)--Chicopee City PUMA,25
8,48,01902,Collin County (Southwest)--Plano City (West) PUMA,21,34,Union County (Northwest)--Summit City & Westfield Town (North) PUMA,34
8,48,01902,Collin County (Southwest)--Plano City (West) PUMA,23,06,Fresno County (North Central)--Fresno City (North) PUMA,06
8,48,01902,Collin County (Southwest)--Plano City (West) PUMA,80,29,St. Louis City (South) PUMA,29
8,48,01902,Collin County (Southwest)--Plano City (West) PUMA,77,21,Bluegrass Area Development District (Central)--Lexington-Fayette County (Outer) PUMA,21
8,48,01902,Collin County (Southwest)--Plano City (West) PUMA,66,48,Collin County (Southwest)--Plano City (West) PUMA,48
8,48,01902,Collin County (Southwest)--Plano City (West) PUMA,9th Hampden,25,Hampden County (East of Springfield City)--Chicopee City PUMA,25
8,06,01902,Fresno County (North Central)--Fresno City (North) PUMA,21,34,Union County (Northwest)--Summit City & Westfield Town (North) PUMA,34
8,06,01902,Fresno County (North Central)--Fresno City (North) PUMA,23,06,Fresno County (North Central)--Fresno City (North) PUMA,06
8,06,01902,Fresno County (North Central)--Fresno City (North) PUMA,80,29,St. Louis City (South) PUMA,29
8,06,01902,Fresno County (North Central)--Fresno City (North) PUMA,77,21,Bluegrass Area Development District (Central)--Lexington-Fayette County (Outer) PUMA,21
8,06,01902,Fresno County (North Central)--Fresno City (North) PUMA,66,48,Collin County (Southwest)--Plano City (West) PUMA,48
8,06,01902,Fresno County (North Central)--Fresno City (North) PUMA,9th Hampden,25,Hampden County (East of Springfield City)--Chicopee City PUMA,25
5,29,01902,St. Louis City (South) PUMA,21,34,Union County (Northwest)--Summit City & Westfield Town (North) PUMA,34
5,29,01902,St. Louis City (South) PUMA,23,06,Fresno County (North Central)--Fresno City (North) PUMA,06
5,29,01902,St. Louis City (South) PUMA,80,29,St. Louis City (South) PUMA,29
5,29,01902,St. Louis City (South) PUMA,77,21,Bluegrass Area Development District (Central)--Lexington-Fayette County (Outer) PUMA,21
5,29,01902,St. Louis City (South) PUMA,66,48,Collin County (Southwest)--Plano City (West) PUMA,48
5,29,01902,St. Louis City (South) PUMA,9th Hampden,25,Hampden County (East of Springfield City)--Chicopee City PUMA,25
29,27,01800,Wright County PUMA,81,01,"Chilton, Tallapoosa, Chambers & Coosa Counties PUMA",01
29,27,01800,Wright County PUMA,8,48,East Texas COG (Southwest)--Henderson & Anderson Counties PUMA,48
29,27,01800,Wright County PUMA,138,13,River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties) PUMA,13
29,27,01800,Wright County PUMA,47,21,KIPDA Area Development District (Northeast) PUMA,21
29,27,01800,Wright County PUMA,74,22,Capital Region Planning Commission 7--Tangipahoa & Washington Parishes PUMA,22
29,27,01800,Wright County PUMA,9,05,Southeast Arkansas PUMA,05
29,27,01800,Wright County PUMA,29A,27,Wright County PUMA,27
29,27,01800,Wright County PUMA,21,47,"Roane, Loudon & Monroe Counties--Oak Ridge City (West) PUMA",47
29,27,01800,Wright County PUMA,20,34,Union County (Northeast)--Elizabeth City PUMA,34
29,27,01800,Wright County PUMA,87,28,"South Region--Forrest, Lamar, Marion & Perry Counties--Hattiesburg City PUMA",28
29,27,01800,Wright County PUMA,27,19,South Central Iowa PUMA,19
15,13,01800,River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties) PUMA,81,01,"Chilton, Tallapoosa, Chambers & Coosa Counties PUMA",01
15,13,01800,River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties) PUMA,8,48,East Texas COG (Southwest)--Henderson & Anderson Counties PUMA,48
15,13,01800,River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties) PUMA,138,13,River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties) PUMA,13
15,13,01800,River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties) PUMA,47,21,KIPDA Area Development District (Northeast) PUMA,21
15,13,01800,River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties) PUMA,74,22,Capital Region Planning Commission 7--Tangipahoa & Washington Parishes PUMA,22
15,13,01800,River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties) PUMA,9,05,Southeast Arkansas PUMA,05
15,13,01800,River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties) PUMA,29A,27,Wright County PUMA,27
15,13,01800,River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties) PUMA,21,47,"Roane, Loudon & Monroe Counties--Oak Ridge City (West) PUMA",47
15,13,01800,River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties) PUMA,20,34,Union County (Northeast)--Elizabeth City PUMA,34
15,13,01800,River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties) PUMA,87,28,"South Region--Forrest, Lamar, Marion & Perry Counties--Hattiesburg City PUMA",28
15,13,01800,River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties) PUMA,27,19,South Central Iowa PUMA,19
20,21,01800,KIPDA Area Development District (Northeast) PUMA,81,01,"Chilton, Tallapoosa, Chambers & Coosa Counties PUMA",01
20,21,01800,KIPDA Area Development District (Northeast) PUMA,8,48,East Texas COG (Southwest)--Henderson & Anderson Counties PUMA,48
20,21,01800,KIPDA Area Development District (Northeast) PUMA,138,13,River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties) PUMA,13
20,21,01800,KIPDA Area Development District (Northeast) PUMA,47,21,KIPDA Area Development District (Northeast) PUMA,21
20,21,01800,KIPDA Area Development District (Northeast) PUMA,74,22,Capital Region Planning Commission 7--Tangipahoa & Washington Parishes PUMA,22
20,21,01800,KIPDA Area Development District (Northeast) PUMA,9,05,Southeast Arkansas PUMA,05
20,21,01800,KIPDA Area Development District (Northeast) PUMA,29A,27,Wright County PUMA,27
20,21,01800,KIPDA Area Development District (Northeast) PUMA,21,47,"Roane, Loudon & Monroe Counties--Oak Ridge City (West) PUMA",47
20,21,01800,KIPDA Area Development District (Northeast) PUMA,20,34,Union County (Northeast)--Elizabeth City PUMA,34
20,21,01800,KIPDA Area Development District (Northeast) PUMA,87,28,"South Region--Forrest, Lamar, Marion & Perry Counties--Hattiesburg City PUMA",28
20,21,01800,KIPDA Area Development District (Northeast) PUMA,27,19,South Central Iowa PUMA,19
12,22,01800,Capital Region Planning Commission 7--Tangipahoa & Washington Parishes PUMA,81,01,"Chilton, Tallapoosa, Chambers & Coosa Counties PUMA",01
12,22,01800,Capital Region Planning Commission 7--Tangipahoa & Washington Parishes PUMA,8,48,East Texas COG (Southwest)--Henderson & Anderson Counties PUMA,48
12,22,01800,Capital Region Planning Commission 7--Tangipahoa & Washington Parishes PUMA,138,13,River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties) PUMA,13
12,22,01800,Capital Region Planning Commission 7--Tangipahoa & Washington Parishes PUMA,47,21,KIPDA Area Development District (Northeast) PUMA,21
12,22,01800,Capital Region Planning Commission 7--Tangipahoa & Washington Parishes PUMA,74,22,Capital Region Planning Commission 7--Tangipahoa & Washington Parishes PUMA,22
12,22,01800,Capital Region Planning Commission 7--Tangipahoa & Washington Parishes PUMA,9,05,Southeast Arkansas PUMA,05
12,22,01800,Capital Region Planning Commission 7--Tangipahoa & Washington Parishes PUMA,29A,27,Wright County PUMA,27
12,22,01800,Capital Region Planning Commission 7--Tangipahoa & Washington Parishes PUMA,21,47,"Roane, Loudon & Monroe Counties--Oak Ridge City (West) PUMA",47
12,22,01800,Capital Region Planning Commission 7--Tangipahoa & Washington Parishes PUMA,20,34,Union County (Northeast)--Elizabeth City PUMA,34
12,22,01800,Capital Region Planning Commission 7--Tangipahoa & Washington Parishes PUMA,87,28,"South Region--Forrest, Lamar, Marion & Perry Counties--Hattiesburg City PUMA",28
12,22,01800,Capital Region Planning Commission 7--Tangipahoa & Washington Parishes PUMA,27,19,South Central Iowa PUMA,19
30,01,01800,"Chilton, Tallapoosa, Chambers & Coosa Counties PUMA",81,01,"Chilton, Tallapoosa, Chambers & Coosa Counties PUMA",01
30,01,01800,"Chilton, Tallapoosa, Chambers & Coosa Counties PUMA",8,48,East Texas COG (Southwest)--Henderson & Anderson Counties PUMA,48
30,01,01800,"Chilton, Tallapoosa, Chambers & Coosa Counties PUMA",138,13,River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties) PUMA,13
30,01,01800,"Chilton, Tallapoosa, Chambers & Coosa Counties PUMA",47,21,KIPDA Area Development District (Northeast) PUMA,21
30,01,01800,"Chilton, Tallapoosa, Chambers & Coosa Counties PUMA",74,22,Capital Region Planning Commission 7--Tangipahoa & Washington Parishes PUMA,22
30,01,01800,"Chilton, Tallapoosa, Chambers & Coosa Counties PUMA",9,05,Southeast Arkansas PUMA,05
30,01,01800,"Chilton, Tallapoosa, Chambers & Coosa Counties PUMA",29A,27,Wright County PUMA,27
30,01,01800,"Chilton, Tallapoosa, Chambers & Coosa Counties PUMA",21,47,"Roane, Loudon & Monroe Counties--Oak Ridge City (West) PUMA",47
30,01,01800,"Chilton, Tallapoosa, Chambers & Coosa Counties PUMA",20,34,Union County (Northeast)--Elizabeth City PUMA,34
30,01,01800,"Chilton, Tallapoosa, Chambers & Coosa Counties PUMA",87,28,"South Region--Forrest, Lamar, Marion & Perry Counties--Hattiesburg City PUMA",28
30,01,01800,"Chilton, Tallapoosa, Chambers & Coosa Counties PUMA",27,19,South Central Iowa PUMA,19
14,19,01800,South Central Iowa PUMA,81,01,"Chilton, Tallapoosa, Chambers & Coosa Counties PUMA",01
14,19,01800,South Central Iowa PUMA,8,48,East Texas COG (Southwest)--Henderson & Anderson Counties PUMA,48
14,19,01800,South Central Iowa PUMA,138,13,River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties) PUMA,13
14,19,01800,South Central Iowa PUMA,47,21,KIPDA Area Development District (Northeast) PUMA,21
14,19,01800,South Central Iowa PUMA,74,22,Capital Region Planning Commission 7--Tangipahoa & Washington Parishes PUMA,22
14,19,01800,South Central Iowa PUMA,9,05,Southeast Arkansas PUMA,05
14,19,01800,South Central Iowa PUMA,29A,27,Wright County PUMA,27
14,19,01800,South Central Iowa PUMA,21,47,"Roane, Loudon & Monroe Counties--Oak Ridge City (West) PUMA",47
14,19,01800,South Central Iowa PUMA,20,34,Union County (Northeast)--Elizabeth City PUMA,34
14,19,01800,South Central Iowa PUMA,87,28,"South Region--Forrest, Lamar, Marion & Perry Counties--Hattiesburg City PUMA",28
14,19,01800,South Central Iowa PUMA,27,19,South Central Iowa PUMA,19
26,05,01800,Southeast Arkansas PUMA,81,01,"Chilton, Tallapoosa, Chambers & Coosa Counties PUMA",01
26,05,01800,Southeast Arkansas PUMA,8,48,East Texas COG (Southwest)--Henderson & Anderson Counties PUMA,48
26,05,01800,Southeast Arkansas PUMA,138,13,River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties) PUMA,13
26,05,01800,Southeast Arkansas PUMA,47,21,KIPDA Area Development District (Northeast) PUMA,21
26,05,01800,Southeast Arkansas PUMA,74,22,Capital Region Planning Commission 7--Tangipahoa & Washington Parishes PUMA,22
