Senate District Number,STATEFIP_x,PUMA,PUMA Description_x,Assembly District Number,STATEFIP_y,PUMA Description_y,STATEFIP_y
26,05,01800,Southeast Arkansas PUMA,9,05,Southeast Arkansas PUMA,05
26,05,01800,Southeast Arkansas PUMA,29A,27,Wright County PUMA,27
26,05,01800,Southeast Arkansas PUMA,21,47,"Roane, Loudon & Monroe Counties--Oak Ridge City (West) PUMA",47
26,05,01800,Southeast Arkansas PUMA,20,34,Union County (Northeast)--Elizabeth City PUMA,34
26,05,01800,Southeast Arkansas PUMA,87,28,"South Region--Forrest, Lamar, Marion & Perry Counties--Hattiesburg City PUMA",28
26,05,01800,Southeast Arkansas PUMA,27,19,South Central Iowa PUMA,19
3,48,01800,East Texas COG (Southwest)--Henderson & Anderson Counties PUMA,81,01,"Chilton, Tallapoosa, Chambers & Coosa Counties PUMA",01
3,48,01800,East Texas COG (Southwest)--Henderson & Anderson Counties PUMA,8,48,East Texas COG (Southwest)--Henderson & Anderson Counties PUMA,48
3,48,01800,East Texas COG (Southwest)--Henderson & Anderson Counties PUMA,138,13,River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties) PUMA,13
3,48,01800,East Texas COG (Southwest)--Henderson & Anderson Counties PUMA,47,21,KIPDA Area Development District (Northeast) PUMA,21
3,48,01800,East Texas COG (Southwest)--Henderson & Anderson Counties PUMA,74,22,Capital Region Planning Commission 7--Tangipahoa & Washington Parishes PUMA,22
3,48,01800,East Texas COG (Southwest)--Henderson & Anderson Counties PUMA,9,05,Southeast Arkansas PUMA,05
3,48,01800,East Texas COG (Southwest)--Henderson & Anderson Counties PUMA,29A,27,Wright County PUMA,27
3,48,01800,East Texas COG (Southwest)--Henderson & Anderson Counties PUMA,21,47,"Roane, Loudon & Monroe Counties--Oak Ridge City (West) PUMA",47
3,48,01800,East Texas COG (Southwest)--Henderson & Anderson Counties PUMA,20,34,Union County (Northeast)--Elizabeth City PUMA,34
3,48,01800,East Texas COG (Southwest)--Henderson & Anderson Counties PUMA,87,28,"South Region--Forrest, Lamar, Marion & Perry Counties--Hattiesburg City PUMA",28
3,48,01800,East Texas COG (Southwest)--Henderson & Anderson Counties PUMA,27,19,South Central Iowa PUMA,19
44,28,01800,"South Region--Forrest, Lamar, Marion & Perry Counties--Hattiesburg City PUMA",81,01,"Chilton, Tallapoosa, Chambers & Coosa Counties PUMA",01
44,28,01800,"South Region--Forrest, Lamar, Marion & Perry Counties--Hattiesburg City PUMA",8,48,East Texas COG (Southwest)--Henderson & Anderson Counties PUMA,48
44,28,01800,"South Region--Forrest, Lamar, Marion & Perry Counties--Hattiesburg City PUMA",138,13,River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties) PUMA,13
44,28,01800,"South Region--Forrest, Lamar, Marion & Perry Counties--Hattiesburg City PUMA",47,21,KIPDA Area Development District (Northeast) PUMA,21
44,28,01800,"South Region--Forrest, Lamar, Marion & Perry Counties--Hattiesburg City PUMA",74,22,Capital Region Planning Commission 7--Tangipahoa & Washington Parishes PUMA,22
44,28,01800,"South Region--Forrest, Lamar, Marion & Perry Counties--Hattiesburg City PUMA",9,05,Southeast Arkansas PUMA,05
44,28,01800,"South Region--Forrest, Lamar, Marion & Perry Counties--Hattiesburg City PUMA",29A,27,Wright County PUMA,27
44,28,01800,"South Region--Forrest, Lamar, Marion & Perry Counties--Hattiesburg City PUMA",21,47,"Roane, Loudon & Monroe Counties--Oak Ridge City (West) PUMA",47
44,28,01800,"South Region--Forrest, Lamar, Marion & Perry Counties--Hattiesburg City PUMA",20,34,Union County (Northeast)--Elizabeth City PUMA,34
44,28,01800,"South Region--Forrest, Lamar, Marion & Perry Counties--Hattiesburg City PUMA",87,28,"South Region--Forrest, Lamar, Marion & Perry Counties--Hattiesburg City PUMA",28
44,28,01800,"South Region--Forrest, Lamar, Marion & Perry Counties--Hattiesburg City PUMA",27,19,South Central Iowa PUMA,19
9,47,01800,"Roane, Loudon & Monroe Counties--Oak Ridge City (West) PUMA",81,01,"Chilton, Tallapoosa, Chambers & Coosa Counties PUMA",01
9,47,01800,"Roane, Loudon & Monroe Counties--Oak Ridge City (West) PUMA",8,48,East Texas COG (Southwest)--Henderson & Anderson Counties PUMA,48
9,47,01800,"Roane, Loudon & Monroe Counties--Oak Ridge City (West) PUMA",138,13,River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties) PUMA,13
9,47,01800,"Roane, Loudon & Monroe Counties--Oak Ridge City (West) PUMA",47,21,KIPDA Area Development District (Northeast) PUMA,21
9,47,01800,"Roane, Loudon & Monroe Counties--Oak Ridge City (West) PUMA",74,22,Capital Region Planning Commission 7--Tangipahoa & Washington Parishes PUMA,22
9,47,01800,"Roane, Loudon & Monroe Counties--Oak Ridge City (West) PUMA",9,05,Southeast Arkansas PUMA,05
9,47,01800,"Roane, Loudon & Monroe Counties--Oak Ridge City (West) PUMA",29A,27,Wright County PUMA,27
9,47,01800,"Roane, Loudon & Monroe Counties--Oak Ridge City (West) PUMA",21,47,"Roane, Loudon & Monroe Counties--Oak Ridge City (West) PUMA",47
9,47,01800,"Roane, Loudon & Monroe Counties--Oak Ridge City (West) PUMA",20,34,Union County (Northeast)--Elizabeth City PUMA,34
9,47,01800,"Roane, Loudon & Monroe Counties--Oak Ridge City (West) PUMA",87,28,"South Region--Forrest, Lamar, Marion & Perry Counties--Hattiesburg City PUMA",28
9,47,01800,"Roane, Loudon & Monroe Counties--Oak Ridge City (West) PUMA",27,19,South Central Iowa PUMA,19
20,34,01800,Union County (Northeast)--Elizabeth City PUMA,81,01,"Chilton, Tallapoosa, Chambers & Coosa Counties PUMA",01
20,34,01800,Union County (Northeast)--Elizabeth City PUMA,8,48,East Texas COG (Southwest)--Henderson & Anderson Counties PUMA,48
20,34,01800,Union County (Northeast)--Elizabeth City PUMA,138,13,River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties) PUMA,13
20,34,01800,Union County (Northeast)--Elizabeth City PUMA,47,21,KIPDA Area Development District (Northeast) PUMA,21
20,34,01800,Union County (Northeast)--Elizabeth City PUMA,74,22,Capital Region Planning Commission 7--Tangipahoa & Washington Parishes PUMA,22
20,34,01800,Union County (Northeast)--Elizabeth City PUMA,9,05,Southeast Arkansas PUMA,05
20,34,01800,Union County (Northeast)--Elizabeth City PUMA,29A,27,Wright County PUMA,27
20,34,01800,Union County (Northeast)--Elizabeth City PUMA,21,47,"Roane, Loudon & Monroe Counties--Oak Ridge City (West) PUMA",47
20,34,01800,Union County (Northeast)--Elizabeth City PUMA,20,34,Union County (Northeast)--Elizabeth City PUMA,34
20,34,01800,Union County (Northeast)--Elizabeth City PUMA,87,28,"South Region--Forrest, Lamar, Marion & Perry Counties--Hattiesburg City PUMA",28
20,34,01800,Union County (Northeast)--Elizabeth City PUMA,27,19,South Central Iowa PUMA,19
35,37,05400,Union County (West)--Indian Trail & Stallings Towns PUMA,68,37,Union County (West)--Indian Trail & Stallings Towns PUMA,37
35,37,05400,Union County (West)--Indian Trail & Stallings Towns PUMA,45,48,Capital Area COG (Southwest)--Hays County PUMA,48
25,48,05400,Capital Area COG (Southwest)--Hays County PUMA,68,37,Union County (West)--Indian Trail & Stallings Towns PUMA,37
25,48,05400,Capital Area COG (Southwest)--Hays County PUMA,45,48,Capital Area COG (Southwest)--Hays County PUMA,48
47,36,00402,Oneida County (Central)--Greater Utica & Rome Cities PUMA,162,13,Coastal Regional Commission (East)--Chatham County (East & Outside Savannah City) PUMA,13
47,36,00402,Oneida County (Central)--Greater Utica & Rome Cities PUMA,119,36,Oneida County (Central)--Greater Utica & Rome Cities PUMA,36
47,36,00402,Oneida County (Central)--Greater Utica & Rome Cities PUMA,25,72,Ponce & Jayuya Municipios PUMA,72
47,36,00402,Oneida County (Central)--Greater Utica & Rome Cities PUMA,36,32,Clark County (North)--Las Vegas (Northeast) & North Las Vegas (Outer) Cities PUMA,32
47,36,00402,Oneida County (Central)--Greater Utica & Rome Cities PUMA,7,18,St. Joseph County (Outside South Bend City)--Mishawaka City PUMA,18
V,72,00402,Ponce & Jayuya Municipios PUMA,162,13,Coastal Regional Commission (East)--Chatham County (East & Outside Savannah City) PUMA,13
V,72,00402,Ponce & Jayuya Municipios PUMA,119,36,Oneida County (Central)--Greater Utica & Rome Cities PUMA,36
V,72,00402,Ponce & Jayuya Municipios PUMA,25,72,Ponce & Jayuya Municipios PUMA,72
V,72,00402,Ponce & Jayuya Municipios PUMA,36,32,Clark County (North)--Las Vegas (Northeast) & North Las Vegas (Outer) Cities PUMA,32
V,72,00402,Ponce & Jayuya Municipios PUMA,7,18,St. Joseph County (Outside South Bend City)--Mishawaka City PUMA,18
2,13,00402,Coastal Regional Commission (East)--Chatham County (East & Outside Savannah City) PUMA,162,13,Coastal Regional Commission (East)--Chatham County (East & Outside Savannah City) PUMA,13
2,13,00402,Coastal Regional Commission (East)--Chatham County (East & Outside Savannah City) PUMA,119,36,Oneida County (Central)--Greater Utica & Rome Cities PUMA,36
2,13,00402,Coastal Regional Commission (East)--Chatham County (East & Outside Savannah City) PUMA,25,72,Ponce & Jayuya Municipios PUMA,72
2,13,00402,Coastal Regional Commission (East)--Chatham County (East & Outside Savannah City) PUMA,36,32,Clark County (North)--Las Vegas (Northeast) & North Las Vegas (Outer) Cities PUMA,32
2,13,00402,Coastal Regional Commission (East)--Chatham County (East & Outside Savannah City) PUMA,7,18,St. Joseph County (Outside South Bend City)--Mishawaka City PUMA,18
19,32,00402,Clark County (North)--Las Vegas (Northeast) & North Las Vegas (Outer) Cities PUMA,162,13,Coastal Regional Commission (East)--Chatham County (East & Outside Savannah City) PUMA,13
19,32,00402,Clark County (North)--Las Vegas (Northeast) & North Las Vegas (Outer) Cities PUMA,119,36,Oneida County (Central)--Greater Utica & Rome Cities PUMA,36
19,32,00402,Clark County (North)--Las Vegas (Northeast) & North Las Vegas (Outer) Cities PUMA,25,72,Ponce & Jayuya Municipios PUMA,72
19,32,00402,Clark County (North)--Las Vegas (Northeast) & North Las Vegas (Outer) Cities PUMA,36,32,Clark County (North)--Las Vegas (Northeast) & North Las Vegas (Outer) Cities PUMA,32
19,32,00402,Clark County (North)--Las Vegas (Northeast) & North Las Vegas (Outer) Cities PUMA,7,18,St. Joseph County (Outside South Bend City)--Mishawaka City PUMA,18
8,18,00402,St. Joseph County (Outside South Bend City)--Mishawaka City PUMA,162,13,Coastal Regional Commission (East)--Chatham County (East & Outside Savannah City) PUMA,13
8,18,00402,St. Joseph County (Outside South Bend City)--Mishawaka City PUMA,119,36,Oneida County (Central)--Greater Utica & Rome Cities PUMA,36
8,18,00402,St. Joseph County (Outside South Bend City)--Mishawaka City PUMA,25,72,Ponce & Jayuya Municipios PUMA,72
8,18,00402,St. Joseph County (Outside South Bend City)--Mishawaka City PUMA,36,32,Clark County (North)--Las Vegas (Northeast) & North Las Vegas (Outer) Cities PUMA,32
8,18,00402,St. Joseph County (Outside South Bend City)--Mishawaka City PUMA,7,18,St. Joseph County (Outside South Bend City)--Mishawaka City PUMA,18
47,36,00401,Herkimer (North & Central) & Oneida (Outer) Counties PUMA,100,17,"Cass, Morgan, Scott, Greene, Macoupin, Jersey & Calhoun Counties PUMA",17
47,36,00401,Herkimer (North & Central) & Oneida (Outer) Counties PUMA,164,13,Coastal Regional Commission (East)--Chatham County (West Central)--Savannah City PUMA,13
47,36,00401,Herkimer (North & Central) & Oneida (Outer) Counties PUMA,117,36,Herkimer (North & Central) & Oneida (Outer) Counties PUMA,36
47,36,00401,Herkimer (North & Central) & Oneida (Outer) Counties PUMA,23,72,"Yauco, Peñuelas, Guayanilla, Adjuntas & Guánica Municipios--Carr 2 (Sur) PUMA",72
47,36,00401,Herkimer (North & Central) & Oneida (Outer) Counties PUMA,4,32,Clark County (Northwest Central)--Northwest Las Vegas Valley PUMA,32
47,36,00401,Herkimer (North & Central) & Oneida (Outer) Counties PUMA,6,18,St. Joseph County (North)--South Bend City PUMA,18
V,72,00401,"Yauco, Peñuelas, Guayanilla, Adjuntas & Guánica Municipios--Carr 2 (Sur) PUMA",100,17,"Cass, Morgan, Scott, Greene, Macoupin, Jersey & Calhoun Counties PUMA",17
V,72,00401,"Yauco, Peñuelas, Guayanilla, Adjuntas & Guánica Municipios--Carr 2 (Sur) PUMA",164,13,Coastal Regional Commission (East)--Chatham County (West Central)--Savannah City PUMA,13
V,72,00401,"Yauco, Peñuelas, Guayanilla, Adjuntas & Guánica Municipios--Carr 2 (Sur) PUMA",117,36,Herkimer (North & Central) & Oneida (Outer) Counties PUMA,36
V,72,00401,"Yauco, Peñuelas, Guayanilla, Adjuntas & Guánica Municipios--Carr 2 (Sur) PUMA",23,72,"Yauco, Peñuelas, Guayanilla, Adjuntas & Guánica Municipios--Carr 2 (Sur) PUMA",72
V,72,00401,"Yauco, Peñuelas, Guayanilla, Adjuntas & Guánica Municipios--Carr 2 (Sur) PUMA",4,32,Clark County (Northwest Central)--Northwest Las Vegas Valley PUMA,32
V,72,00401,"Yauco, Peñuelas, Guayanilla, Adjuntas & Guánica Municipios--Carr 2 (Sur) PUMA",6,18,St. Joseph County (North)--South Bend City PUMA,18
2,13,00401,Coastal Regional Commission (East)--Chatham County (West Central)--Savannah City PUMA,100,17,"Cass, Morgan, Scott, Greene, Macoupin, Jersey & Calhoun Counties PUMA",17
2,13,00401,Coastal Regional Commission (East)--Chatham County (West Central)--Savannah City PUMA,164,13,Coastal Regional Commission (East)--Chatham County (West Central)--Savannah City PUMA,13
2,13,00401,Coastal Regional Commission (East)--Chatham County (West Central)--Savannah City PUMA,117,36,Herkimer (North & Central) & Oneida (Outer) Counties PUMA,36
2,13,00401,Coastal Regional Commission (East)--Chatham County (West Central)--Savannah City PUMA,23,72,"Yauco, Peñuelas, Guayanilla, Adjuntas & Guánica Municipios--Carr 2 (Sur) PUMA",72
2,13,00401,Coastal Regional Commission (East)--Chatham County (West Central)--Savannah City PUMA,4,32,Clark County (Northwest Central)--Northwest Las Vegas Valley PUMA,32
2,13,00401,Coastal Regional Commission (East)--Chatham County (West Central)--Savannah City PUMA,6,18,St. Joseph County (North)--South Bend City PUMA,18
50,17,00401,"Cass, Morgan, Scott, Greene, Macoupin, Jersey & Calhoun Counties PUMA",100,17,"Cass, Morgan, Scott, Greene, Macoupin, Jersey & Calhoun Counties PUMA",17
50,17,00401,"Cass, Morgan, Scott, Greene, Macoupin, Jersey & Calhoun Counties PUMA",164,13,Coastal Regional Commission (East)--Chatham County (West Central)--Savannah City PUMA,13
50,17,00401,"Cass, Morgan, Scott, Greene, Macoupin, Jersey & Calhoun Counties PUMA",117,36,Herkimer (North & Central) & Oneida (Outer) Counties PUMA,36
50,17,00401,"Cass, Morgan, Scott, Greene, Macoupin, Jersey & Calhoun Counties PUMA",23,72,"Yauco, Peñuelas, Guayanilla, Adjuntas & Guánica Municipios--Carr 2 (Sur) PUMA",72
50,17,00401,"Cass, Morgan, Scott, Greene, Macoupin, Jersey & Calhoun Counties PUMA",4,32,Clark County (Northwest Central)--Northwest Las Vegas Valley PUMA,32
50,17,00401,"Cass, Morgan, Scott, Greene, Macoupin, Jersey & Calhoun Counties PUMA",6,18,St. Joseph County (North)--South Bend City PUMA,18
10,18,00401,St. Joseph County (North)--South Bend City PUMA,100,17,"Cass, Morgan, Scott, Greene, Macoupin, Jersey & Calhoun Counties PUMA",17
10,18,00401,St. Joseph County (North)--South Bend City PUMA,164,13,Coastal Regional Commission (East)--Chatham County (West Central)--Savannah City PUMA,13
10,18,00401,St. Joseph County (North)--South Bend City PUMA,117,36,Herkimer (North & Central) & Oneida (Outer) Counties PUMA,36
10,18,00401,St. Joseph County (North)--South Bend City PUMA,23,72,"Yauco, Peñuelas, Guayanilla, Adjuntas & Guánica Municipios--Carr 2 (Sur) PUMA",72
10,18,00401,St. Joseph County (North)--South Bend City PUMA,4,32,Clark County (Northwest Central)--Northwest Las Vegas Valley PUMA,32
10,18,00401,St. Joseph County (North)--South Bend City PUMA,6,18,St. Joseph County (North)--South Bend City PUMA,18
18,32,00401,Clark County (Northwest Central)--Northwest Las Vegas Valley PUMA,100,17,"Cass, Morgan, Scott, Greene, Macoupin, Jersey & Calhoun Counties PUMA",17
18,32,00401,Clark County (Northwest Central)--Northwest Las Vegas Valley PUMA,164,13,Coastal Regional Commission (East)--Chatham County (West Central)--Savannah City PUMA,13
18,32,00401,Clark County (Northwest Central)--Northwest Las Vegas Valley PUMA,117,36,Herkimer (North & Central) & Oneida (Outer) Counties PUMA,36
18,32,00401,Clark County (Northwest Central)--Northwest Las Vegas Valley PUMA,23,72,"Yauco, Peñuelas, Guayanilla, Adjuntas & Guánica Municipios--Carr 2 (Sur) PUMA",72
18,32,00401,Clark County (Northwest Central)--Northwest Las Vegas Valley PUMA,4,32,Clark County (Northwest Central)--Northwest Las Vegas Valley PUMA,32
18,32,00401,Clark County (Northwest Central)--Northwest Las Vegas Valley PUMA,6,18,St. Joseph County (North)--South Bend City PUMA,18
47,36,00500,Jefferson & Lewis Counties PUMA,Cheshire County No. 2,33,Southwestern New Hampshire--Cheshire & Sullivan Counties PUMA,33
47,36,00500,Jefferson & Lewis Counties PUMA,5,12,"Walton, Washington, Holmes & Bay Counties PUMA",12
47,36,00500,Jefferson & Lewis Counties PUMA,44,47,Sumner County--Hendersonville City PUMA,47
47,36,00500,Jefferson & Lewis Counties PUMA,43,54,"Randolph, Upshur, Barbour, Lewis, Hardy, Grant, Pendleton & Tucker Counties PUMA",54
47,36,00500,Jefferson & Lewis Counties PUMA,49,29,"Cole, Callaway, Moniteau & Osage Counties PUMA",29
47,36,00500,Jefferson & Lewis Counties PUMA,56,05,"Craighead (West), Greene, Randolph, Lawrence & Clay Counties PUMA",05
47,36,00500,Jefferson & Lewis Counties PUMA,174,13,Southern Georgia Regional Commission (East & Central) PUMA,13
47,36,00500,Jefferson & Lewis Counties PUMA,101,26,Northwest Lower Peninsula (West) PUMA,26
47,36,00500,Jefferson & Lewis Counties PUMA,117,36,Jefferson & Lewis Counties PUMA,36
47,36,00500,Jefferson & Lewis Counties PUMA,59,30,South Central Montana--Bozeman City PUMA,30
47,36,00500,Jefferson & Lewis Counties PUMA,1,04,Yavapai County PUMA,04
47,36,00500,Jefferson & Lewis Counties PUMA,27,01,Marshall & Madison (Southeast) Counties--Huntsville City (Far Southeast) PUMA,01
